Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Hombres;Ourense;65-69;9.875
Hombres;Ourense;70-74;9.837
Hombres;Ourense;75-79;8.266
Hombres;Ourense;80-84;6.350
Hombres;Ourense;85-89;5.060
Hombres;Ourense;90-94;1.947
Hombres;Ourense;95-99;482
Hombres;Ourense;100 y más;82
Hombres;Pontevedra;Total;455.845
Hombres;Pontevedra;0-4;17.247
Hombres;Pontevedra;5-9;21.054
Hombres;Pontevedra;10-14;23.133
Hombres;Pontevedra;15-19;22.068
Hombres;Pontevedra;20-24;20.796
Hombres;Pontevedra;25-29;22.907
Hombres;Pontevedra;30-34;25.304
Hombres;Pontevedra;35-39;32.882
Hombres;Pontevedra;40-44;41.448
Hombres;Pontevedra;45-49;39.780
Hombres;Pontevedra;50-54;36.587
Hombres;Pontevedra;55-59;32.171
Hombres;Pontevedra;60-64;29.245
Hombres;Pontevedra;65-69;25.539
Hombres;Pontevedra;70-74;24.196
Hombres;Pontevedra;75-79;17.755
Hombres;Pontevedra;80-84;11.842
Hombres;Pontevedra;85-89;8.225
Hombres;Pontevedra;90-94;2.868
Hombres;Pontevedra;95-99;644
Hombres;Pontevedra;100 y más;154
Hombres;MADRID, COMUNIDAD DE;Total;3.243.153
Hombres;MADRID, COMUNIDAD DE;0-4;157.045
Hombres;MADRID, COMUNIDAD DE;5-9;177.773
Hombres;MADRID, COMUNIDAD DE;10-14;185.018
Hombres;MADRID, COMUNIDAD DE;15-19;174.635
Hombres;MADRID, COMUNIDAD DE;20-24;172.211
Hombres;MADRID, COMUNIDAD DE;25-29;194.228
Hombres;MADRID, COMUNIDAD DE;30-34;213.256
Hombres;MADRID, COMUNIDAD DE;35-39;249.847
Hombres;MADRID, COMUNIDAD DE;40-44;292.561
Hombres;MADRID, COMUNIDAD DE;45-49;280.987
Hombres;MADRID, COMUNIDAD DE;50-54;249.694
Hombres;MADRID, COMUNIDAD DE;55-59;215.912
Hombres;MADRID, COMUNIDAD DE;60-64;177.507
Hombres;MADRID, COMUNIDAD DE;65-69;143.624
Hombres;MADRID, COMUNIDAD DE;70-74;130.191
Hombres;MADRID, COMUNIDAD DE;75-79;99.620
Hombres;MADRID, COMUNIDAD DE;80-84;63.424
Hombres;MADRID, COMUNIDAD DE;85-89;44.613
Hombres;MADRID, COMUNIDAD DE;90-94;16.954
Hombres;MADRID, COMUNIDAD DE;95-99;3.614
Hombres;MADRID, COMUNIDAD DE;100 y más;439
Hombres;MURCIA, REGIÓN DE;Total;756.619
Hombres;MURCIA, REGIÓN DE;0-4;39.271
Hombres;MURCIA, REGIÓN DE;5-9;44.646
Hombres;MURCIA, REGIÓN DE;10-14;47.754
Hombres;MURCIA, REGIÓN DE;15-19;45.145
Hombres;MURCIA, REGIÓN DE;20-24;43.505
Hombres;MURCIA, REGIÓN DE;25-29;45.479
Hombres;MURCIA, REGIÓN DE;30-34;47.996
Hombres;MURCIA, REGIÓN DE;35-39;58.647
Hombres;MURCIA, REGIÓN DE;40-44;68.739
Hombres;MURCIA, REGIÓN DE;45-49;63.701
Hombres;MURCIA, REGIÓN DE;50-54;58.095
Hombres;MURCIA, REGIÓN DE;55-59;49.083
Hombres;MURCIA, REGIÓN DE;60-64;39.889
Hombres;MURCIA, REGIÓN DE;65-69;31.243
Hombres;MURCIA, REGIÓN DE;70-74;27.076
Hombres;MURCIA, REGIÓN DE;75-79;19.698
Hombres;MURCIA, REGIÓN DE;80-84;13.844
Hombres;MURCIA, REGIÓN DE;85-89;9.017
Hombres;MURCIA, REGIÓN DE;90-94;3.148
Hombres;MURCIA, REGIÓN DE;95-99;586
Hombres;MURCIA, REGIÓN DE;100 y más;57
Hombres;NAVARRA, COMUNIDAD FORAL DE;Total;327.073
Hombres;NAVARRA, COMUNIDAD FORAL DE;0-4;15.095
Hombres;NAVARRA, COMUNIDAD FORAL DE;5-9;18.088
Hombres;NAVARRA, COMUNIDAD FORAL DE;10-14;18.569
Hombres;NAVARRA, COMUNIDAD FORAL DE;15-19;17.986
Hombres;NAVARRA, COMUNIDAD FORAL DE;20-24;17.435
Hombres;NAVARRA, COMUNIDAD FORAL DE;25-29;17.163
Hombres;NAVARRA, COMUNIDAD FORAL DE;30-34;18.353
Hombres;NAVARRA, COMUNIDAD FORAL DE;35-39;22.464
Hombres;NAVARRA, COMUNIDAD FORAL DE;40-44;27.792
Hombres;NAVARRA, COMUNIDAD FORAL DE;45-49;27.515
Hombres;NAVARRA, COMUNIDAD FORAL DE;50-54;25.611
Hombres;NAVARRA, COMUNIDAD FORAL DE;55-59;23.265
Hombres;NAVARRA, COMUNIDAD FORAL DE;60-64;19.958
Hombres;NAVARRA, COMUNIDAD FORAL DE;65-69;16.484
Hombres;NAVARRA, COMUNIDAD FORAL DE;70-74;14.900
Hombres;NAVARRA, COMUNIDAD FORAL DE;75-79;11.174
Hombres;NAVARRA, COMUNIDAD FORAL DE;80-84;7.459
Hombres;NAVARRA, COMUNIDAD FORAL DE;85-89;5.300
Hombres;NAVARRA, COMUNIDAD FORAL DE;90-94;1.980
Hombres;NAVARRA, COMUNIDAD FORAL DE;95-99;450
Hombres;NAVARRA, COMUNIDAD FORAL DE;100 y más;32
Hombres;PAÍS VASCO;Total;1.079.024
Hombres;PAÍS VASCO;0-4;44.725
Hombres;PAÍS VASCO;5-9;53.926
Hombres;PAÍS VASCO;10-14;56.035
Hombres;PAÍS VASCO;15-19;54.149
Hombres;PAÍS VASCO;20-24;50.813
Hombres;PAÍS VASCO;25-29;51.671
Hombres;PAÍS VASCO;30-34;58.063
Hombres;PAÍS VASCO;35-39;72.548
Hombres;PAÍS VASCO;40-44;91.621
Hombres;PAÍS VASCO;45-49;91.788
Hombres;PAÍS VASCO;50-54;86.429
Hombres;PAÍS VASCO;55-59;81.240
Hombres;PAÍS VASCO;60-64;73.187
Hombres;PAÍS VASCO;65-69;60.708
Hombres;PAÍS VASCO;70-74;55.426
Hombres;PAÍS VASCO;75-79;40.866
Hombres;PAÍS VASCO;80-84;27.611
Hombres;PAÍS VASCO;85-89;19.916
Hombres;PAÍS VASCO;90-94;7.003
Hombres;PAÍS VASCO;95-99;1.202
Hombres;PAÍS VASCO;100 y más;97
Hombres;Araba/Álava;Total;164.460
Hombres;Araba/Álava;0-4;7.565
Hombres;Araba/Álava;5-9;9.058
Hombres;Araba/Álava;10-14;8.614
Hombres;Araba/Álava;15-19;8.085
Hombres;Araba/Álava;20-24;7.358
Hombres;Araba/Álava;25-29;7.680
Hombres;Araba/Álava;30-34;9.079
Hombres;Araba/Álava;35-39;11.629
Hombres;Araba/Álava;40-44;14.644
Hombres;Araba/Álava;45-49;14.076
Hombres;Araba/Álava;50-54;13.118
Hombres;Araba/Álava;55-59;11.805
Hombres;Araba/Álava;60-64;10.381
Hombres;Araba/Álava;65-69;8.916
Hombres;Araba/Álava;70-74;8.236
Hombres;Araba/Álava;75-79;6.197
Hombres;Araba/Álava;80-84;4.035
Hombres;Araba/Álava;85-89;2.812
Hombres;Araba/Álava;90-94;983
Hombres;Araba/Álava;95-99;173
Hombres;Araba/Álava;100 y más;16
Hombres;Bizkaia;Total;559.574
Hombres;Bizkaia;0-4;22.258
Hombres;Bizkaia;5-9;26.658
Hombres;Bizkaia;10-14;27.912
Hombres;Bizkaia;15-19;27.585
Hombres;Bizkaia;20-24;25.640
Hombres;Bizkaia;25-29;26.808
Hombres;Bizkaia;30-34;30.305
Hombres;Bizkaia;35-39;38.122
Hombres;Bizkaia;40-44;47.424
Hombres;Bizkaia;45-49;47.529
Hombres;Bizkaia;50-54;45.307
Hombres;Bizkaia;55-59;43.394
Hombres;Bizkaia;60-64;39.183
Hombres;Bizkaia;65-69;31.854
Hombres;Bizkaia;70-74;28.380
Hombres;Bizkaia;75-79;21.185
Hombres;Bizkaia;80-84;14.511
Hombres;Bizkaia;85-89;10.926
Hombres;Bizkaia;90-94;3.894
Hombres;Bizkaia;95-99;652
Hombres;Bizkaia;100 y más;47
Hombres;Gipuzkoa;Total;354.990
Hombres;Gipuzkoa;0-4;14.902
Hombres;Gipuzkoa;5-9;18.210
Hombres;Gipuzkoa;10-14;19.509
Hombres;Gipuzkoa;15-19;18.479
Hombres;Gipuzkoa;20-24;17.815
Hombres;Gipuzkoa;25-29;17.183
Hombres;Gipuzkoa;30-34;18.679
Hombres;Gipuzkoa;35-39;22.797
Hombres;Gipuzkoa;40-44;29.553
Hombres;Gipuzkoa;45-49;30.183
Hombres;Gipuzkoa;50-54;28.004
Hombres;Gipuzkoa;55-59;26.041
Hombres;Gipuzkoa;60-64;23.623
Hombres;Gipuzkoa;65-69;19.938
Hombres;Gipuzkoa;70-74;18.810
Hombres;Gipuzkoa;75-79;13.484
Hombres;Gipuzkoa;80-84;9.065
Hombres;Gipuzkoa;85-89;6.178
Hombres;Gipuzkoa;90-94;2.126
Hombres;Gipuzkoa;95-99;377
Hombres;Gipuzkoa;100 y más;34
Hombres;RIOJA, LA;Total;157.699
Hombres;RIOJA, LA;0-4;6.877
Hombres;RIOJA, LA;5-9;8.112
Hombres;RIOJA, LA;10-14;8.561
Hombres;RIOJA, LA;15-19;8.028
Hombres;RIOJA, LA;20-24;7.609
Hombres;RIOJA, LA;25-29;7.696
Hombres;RIOJA, LA;30-34;8.649
Hombres;RIOJA, LA;35-39;11.049
Hombres;RIOJA, LA;40-44;13.760
Hombres;RIOJA, LA;45-49;13.329
Hombres;RIOJA, LA;50-54;12.225
Hombres;RIOJA, LA;55-59;11.639
Hombres;RIOJA, LA;60-64;10.243
Hombres;RIOJA, LA;65-69;8.458
Hombres;RIOJA, LA;70-74;7.356
Hombres;RIOJA, LA;75-79;5.868
Hombres;RIOJA, LA;80-84;3.729
Hombres;RIOJA, LA;85-89;3.051
Hombres;RIOJA, LA;90-94;1.169
Hombres;RIOJA, LA;95-99;264
Hombres;RIOJA, LA;100 y más;27
Hombres;Ceuta;Total;42.370
Hombres;Ceuta;0-4;2.364
Hombres;Ceuta;5-9;3.032
Hombres;Ceuta;10-14;3.074
Hombres;Ceuta;15-19;2.759
Hombres;Ceuta;20-24;2.637
Hombres;Ceuta;25-29;2.815
Hombres;Ceuta;30-34;2.933
Hombres;Ceuta;35-39;3.168
Hombres;Ceuta;40-44;3.416
Hombres;Ceuta;45-49;3.259
Hombres;Ceuta;50-54;3.058
Hombres;Ceuta;55-59;2.950
Hombres;Ceuta;60-64;2.374
Hombres;Ceuta;65-69;1.645
Hombres;Ceuta;70-74;1.163
Hombres;Ceuta;75-79;810
Hombres;Ceuta;80-84;530
Hombres;Ceuta;85-89;273
Hombres;Ceuta;90-94;85
Hombres;Ceuta;95-99;18
Hombres;Ceuta;100 y más;7
Hombres;Melilla;Total;44.173
Hombres;Melilla;0-4;3.302
Hombres;Melilla;5-9;3.609
Hombres;Melilla;10-14;3.249
Hombres;Melilla;15-19;3.045
Hombres;Melilla;20-24;3.130
Hombres;Melilla;25-29;3.074
Hombres;Melilla;30-34;2.867
Hombres;Melilla;35-39;3.185
Hombres;Melilla;40-44;3.210
Hombres;Melilla;45-49;2.948
Hombres;Melilla;50-54;3.005
Hombres;Melilla;55-59;2.920
Hombres;Melilla;60-64;2.513
Hombres;Melilla;65-69;1.587
Hombres;Melilla;70-74;1.003
Hombres;Melilla;75-79;734
Hombres;Melilla;80-84;466
Hombres;Melilla;85-89;218
Hombres;Melilla;90-94;85
Hombres;Melilla;95-99;17
Hombres;Melilla;100 y más;6
Mujeres;TOTAL ESPAÑA;Total;24.184.539
Mujeres;TOTAL ESPAÑA;0-4;960.127
Mujeres;TOTAL ESPAÑA;5-9;1.128.460
Mujeres;TOTAL ESPAÑA;10-14;1.225.467
Mujeres;TOTAL ESPAÑA;15-19;1.155.730
Mujeres;TOTAL ESPAÑA;20-24;1.152.177
Mujeres;TOTAL ESPAÑA;25-29;1.275.130
Mujeres;TOTAL ESPAÑA;30-34;1.417.281
Mujeres;TOTAL ESPAÑA;35-39;1.688.227
Mujeres;TOTAL ESPAÑA;40-44;1.971.274
Mujeres;TOTAL ESPAÑA;45-49;1.926.322
Mujeres;TOTAL ESPAÑA;50-54;1.839.901
Mujeres;TOTAL ESPAÑA;55-59;1.711.913
Mujeres;TOTAL ESPAÑA;60-64;1.502.241
Mujeres;TOTAL ESPAÑA;65-69;1.270.283
Mujeres;TOTAL ESPAÑA;70-74;1.191.487
Mujeres;TOTAL ESPAÑA;75-79;973.909
Mujeres;TOTAL ESPAÑA;80-84;759.311
Mujeres;TOTAL ESPAÑA;85-89;634.704
Mujeres;TOTAL ESPAÑA;90-94;302.921
Mujeres;TOTAL ESPAÑA;95-99;84.020
Mujeres;TOTAL ESPAÑA;100 y más;13.654
Mujeres;ANDALUCÍA;Total;4.291.389
Mujeres;ANDALUCÍA;0-4;180.359
Mujeres;ANDALUCÍA;5-9;213.754
Mujeres;ANDALUCÍA;10-14;239.627
Mujeres;ANDALUCÍA;15-19;221.737
Mujeres;ANDALUCÍA;20-24;215.275
Mujeres;ANDALUCÍA;25-29;236.222
Mujeres;ANDALUCÍA;30-34;258.907
Mujeres;ANDALUCÍA;35-39;307.843
Mujeres;ANDALUCÍA;40-44;347.554
Mujeres;ANDALUCÍA;45-49;339.201
Mujeres;ANDALUCÍA;50-54;333.873
Mujeres;ANDALUCÍA;55-59;306.529
Mujeres;ANDALUCÍA;60-64;261.576
Mujeres;ANDALUCÍA;65-69;211.554
Mujeres;ANDALUCÍA;70-74;196.285
Mujeres;ANDALUCÍA;75-79;159.307
Mujeres;ANDALUCÍA;80-84;122.082
Mujeres;ANDALUCÍA;85-89;90.790
Mujeres;ANDALUCÍA;90-94;37.830
Mujeres;ANDALUCÍA;95-99;9.165
Mujeres;ANDALUCÍA;100 y más;1.919
Mujeres;Almería;Total;355.958
Mujeres;Almería;0-4;18.536
Mujeres;Almería;5-9;20.000
Mujeres;Almería;10-14;20.954
Mujeres;Almería;15-19;18.723
Mujeres;Almería;20-24;18.783
Mujeres;Almería;25-29;20.954
Mujeres;Almería;30-34;23.684
Mujeres;Almería;35-39;27.592
Mujeres;Almería;40-44;29.904
Mujeres;Almería;45-49;27.512
Mujeres;Almería;50-54;26.156
Mujeres;Almería;55-59;23.512
Mujeres;Almería;60-64;20.117
Mujeres;Almería;65-69;16.457
Mujeres;Almería;70-74;14.605
Mujeres;Almería;75-79;10.719
Mujeres;Almería;80-84;8.256
Mujeres;Almería;85-89;6.128
Mujeres;Almería;90-94;2.636
Mujeres;Almería;95-99;597
Mujeres;Almería;100 y más;133
Mujeres;Cádiz;Total;630.397
Mujeres;Cádiz;0-4;26.205
Mujeres;Cádiz;5-9;31.440
Mujeres;Cádiz;10-14;36.500
Mujeres;Cádiz;15-19;33.391
Mujeres;Cádiz;20-24;30.904
Mujeres;Cádiz;25-29;33.389
Mujeres;Cádiz;30-34;37.779
Mujeres;Cádiz;35-39;45.473
Mujeres;Cádiz;40-44;51.901
Mujeres;Cádiz;45-49;50.898
Mujeres;Cádiz;50-54;50.161
Mujeres;Cádiz;55-59;45.239
Mujeres;Cádiz;60-64;39.827
Mujeres;Cádiz;65-69;31.802
Mujeres;Cádiz;70-74;28.577
Mujeres;Cádiz;75-79;22.659
Mujeres;Cádiz;80-84;16.695
Mujeres;Cádiz;85-89;11.723
Mujeres;Cádiz;90-94;4.512
Mujeres;Cádiz;95-99;1.122
Mujeres;Cádiz;100 y más;200
Mujeres;Córdoba;Total;398.332
Mujeres;Córdoba;0-4;15.588
Mujeres;Córdoba;5-9;18.206
Mujeres;Córdoba;10-14;20.530
Mujeres;Córdoba;15-19;20.229
Mujeres;Córdoba;20-24;20.063
Mujeres;Córdoba;25-29;22.236
Mujeres;Córdoba;30-34;22.719
Mujeres;Córdoba;35-39;25.682
Mujeres;Córdoba;40-44;29.121
Mujeres;Córdoba;45-49;29.531
Mujeres;Córdoba;50-54;31.151
Mujeres;Córdoba;55-59;30.214
Mujeres;Córdoba;60-64;25.717
Mujeres;Córdoba;65-69;19.882
Mujeres;Córdoba;70-74;19.118
Mujeres;Córdoba;75-79;16.687
Mujeres;Córdoba;80-84;13.718
Mujeres;Córdoba;85-89;11.214
Mujeres;Córdoba;90-94;5.225
Mujeres;Córdoba;95-99;1.293
Mujeres;Córdoba;100 y más;208
Mujeres;Granada;Total;466.467
Mujeres;Granada;0-4;19.066
Mujeres;Granada;5-9;21.552
Mujeres;Granada;10-14;25.224
Mujeres;Granada;15-19;23.921
Mujeres;Granada;20-24;24.522
Mujeres;Granada;25-29;26.491
Mujeres;Granada;30-34;28.078
Mujeres;Granada;35-39;32.418
Mujeres;Granada;40-44;35.909
Mujeres;Granada;45-49;35.346
Mujeres;Granada;50-54;36.468
Mujeres;Granada;55-59;34.249
Mujeres;Granada;60-64;29.171
Mujeres;Granada;65-69;23.332
Mujeres;Granada;70-74;21.552
Mujeres;Granada;75-79;17.806
Mujeres;Granada;80-84;14.225
Mujeres;Granada;85-89;11.182
Mujeres;Granada;90-94;4.657
Mujeres;Granada;95-99;1.110
Mujeres;Granada;100 y más;188
Mujeres;Huelva;Total;264.480
Mujeres;Huelva;0-4;10.809
Mujeres;Huelva;5-9;13.198
Mujeres;Huelva;10-14;14.473
Mujeres;Huelva;15-19;13.366
Mujeres;Huelva;20-24;13.117
Mujeres;Huelva;25-29;14.548
Mujeres;Huelva;30-34;16.520
Mujeres;Huelva;35-39;19.876
Mujeres;Huelva;40-44;22.807
Mujeres;Huelva;45-49;22.004
Mujeres;Huelva;50-54;20.832
Mujeres;Huelva;55-59;18.233
Mujeres;Huelva;60-64;15.441
Mujeres;Huelva;65-69;12.284
Mujeres;Huelva;70-74;11.721
Mujeres;Huelva;75-79;9.491
Mujeres;Huelva;80-84;7.238
Mujeres;Huelva;85-89;5.659
Mujeres;Huelva;90-94;2.215
Mujeres;Huelva;95-99;524
Mujeres;Huelva;100 y más;124
Mujeres;Jaén;Total;318.589
Mujeres;Jaén;0-4;11.448
Mujeres;Jaén;5-9;14.030
Mujeres;Jaén;10-14;16.316
Mujeres;Jaén;15-19;16.443
Mujeres;Jaén;20-24;17.353
Mujeres;Jaén;25-29;18.626
Mujeres;Jaén;30-34;18.303
Mujeres;Jaén;35-39;19.868
Mujeres;Jaén;40-44;21.970
Mujeres;Jaén;45-49;22.905
Mujeres;Jaén;50-54;25.207
Mujeres;Jaén;55-59;24.977
Mujeres;Jaén;60-64;20.453
Mujeres;Jaén;65-69;15.722
Mujeres;Jaén;70-74;14.740
Mujeres;Jaén;75-79;13.770
Mujeres;Jaén;80-84;11.627
Mujeres;Jaén;85-89;9.562
Mujeres;Jaén;90-94;4.179
Mujeres;Jaén;95-99;957
Mujeres;Jaén;100 y más;133
Mujeres;Málaga;Total;860.026
Mujeres;Málaga;0-4;35.538
Mujeres;Málaga;5-9;43.255
Mujeres;Málaga;10-14;47.190
Mujeres;Málaga;15-19;43.339
Mujeres;Málaga;20-24;41.093
Mujeres;Málaga;25-29;45.950
Mujeres;Málaga;30-34;53.442
Mujeres;Málaga;35-39;65.169
Mujeres;Málaga;40-44;71.882
Mujeres;Málaga;45-49;69.764
Mujeres;Málaga;50-54;66.637
Mujeres;Málaga;55-59;60.865
Mujeres;Málaga;60-64;52.781
Mujeres;Málaga;65-69;44.166
Mujeres;Málaga;70-74;40.945
Mujeres;Málaga;75-79;31.331
Mujeres;Málaga;80-84;22.928
Mujeres;Málaga;85-89;15.388
Mujeres;Málaga;90-94;6.285
Mujeres;Málaga;95-99;1.615
Mujeres;Málaga;100 y más;463
Mujeres;Sevilla;Total;997.140
Mujeres;Sevilla;0-4;43.169
Mujeres;Sevilla;5-9;52.073
Mujeres;Sevilla;10-14;58.440
Mujeres;Sevilla;15-19;52.325
Mujeres;Sevilla;20-24;49.440
Mujeres;Sevilla;25-29;54.028
Mujeres;Sevilla;30-34;58.382
Mujeres;Sevilla;35-39;71.765
Mujeres;Sevilla;40-44;84.060
Mujeres;Sevilla;45-49;81.241
Mujeres;Sevilla;50-54;77.261
Mujeres;Sevilla;55-59;69.240
Mujeres;Sevilla;60-64;58.069
Mujeres;Sevilla;65-69;47.909
Mujeres;Sevilla;70-74;45.027
Mujeres;Sevilla;75-79;36.844
Mujeres;Sevilla;80-84;27.395
Mujeres;Sevilla;85-89;19.934
Mujeres;Sevilla;90-94;8.121
Mujeres;Sevilla;95-99;1.947
Mujeres;Sevilla;100 y más;470
Mujeres;ARAGÓN;Total;673.019
Mujeres;ARAGÓN;0-4;26.257
Mujeres;ARAGÓN;5-9;30.699
Mujeres;ARAGÓN;10-14;32.093
Mujeres;ARAGÓN;15-19;30.750
Mujeres;ARAGÓN;20-24;30.733
Mujeres;ARAGÓN;25-29;32.789
Mujeres;ARAGÓN;30-34;36.958
Mujeres;ARAGÓN;35-39;43.586
Mujeres;ARAGÓN;40-44;52.745
Mujeres;ARAGÓN;45-49;51.974
Mujeres;ARAGÓN;50-54;50.250
Mujeres;ARAGÓN;55-59;48.057
Mujeres;ARAGÓN;60-64;43.080
Mujeres;ARAGÓN;65-69;36.764
Mujeres;ARAGÓN;70-74;34.983
Mujeres;ARAGÓN;75-79;29.401
Mujeres;ARAGÓN;80-84;24.159
Mujeres;ARAGÓN;85-89;22.407
Mujeres;ARAGÓN;90-94;11.391
Mujeres;ARAGÓN;95-99;3.437
Mujeres;ARAGÓN;100 y más;506
Mujeres;Huesca;Total;110.089
Mujeres;Huesca;0-4;4.356
Mujeres;Huesca;5-9;5.042
Mujeres;Huesca;10-14;5.193
Mujeres;Huesca;15-19;4.994
Mujeres;Huesca;20-24;5.065
Mujeres;Huesca;25-29;5.224
Mujeres;Huesca;30-34;5.961
Mujeres;Huesca;35-39;6.961
Mujeres;Huesca;40-44;8.388
Mujeres;Huesca;45-49;8.169
Mujeres;Huesca;50-54;8.202
Mujeres;Huesca;55-59;8.025
Mujeres;Huesca;60-64;7.152
Mujeres;Huesca;65-69;5.957
Mujeres;Huesca;70-74;5.556
Mujeres;Huesca;75-79;4.677
Mujeres;Huesca;80-84;4.187
Mujeres;Huesca;85-89;4.017
Mujeres;Huesca;90-94;2.198
Mujeres;Huesca;95-99;648
Mujeres;Huesca;100 y más;117
Mujeres;Teruel;Total;66.142
Mujeres;Teruel;0-4;2.489
Mujeres;Teruel;5-9;2.927
Mujeres;Teruel;10-14;3.056
Mujeres;Teruel;15-19;2.979
Mujeres;Teruel;20-24;3.090
Mujeres;Teruel;25-29;3.368
Mujeres;Teruel;30-34;3.567
Mujeres;Teruel;35-39;3.912
Mujeres;Teruel;40-44;4.455
Mujeres;Teruel;45-49;4.588
Mujeres;Teruel;50-54;5.068
Mujeres;Teruel;55-59;5.007
Mujeres;Teruel;60-64;4.294
Mujeres;Teruel;65-69;3.477
Mujeres;Teruel;70-74;3.249
Mujeres;Teruel;75-79;3.024
Mujeres;Teruel;80-84;2.804
Mujeres;Teruel;85-89;2.847
Mujeres;Teruel;90-94;1.479
Mujeres;Teruel;95-99;403
Mujeres;Teruel;100 y más;59
Mujeres;Zaragoza;Total;496.788
Mujeres;Zaragoza;0-4;19.412
Mujeres;Zaragoza;5-9;22.730
Mujeres;Zaragoza;10-14;23.844
Mujeres;Zaragoza;15-19;22.777
Mujeres;Zaragoza;20-24;22.578
Mujeres;Zaragoza;25-29;24.197
Mujeres;Zaragoza;30-34;27.430
Mujeres;Zaragoza;35-39;32.713
Mujeres;Zaragoza;40-44;39.902
Mujeres;Zaragoza;45-49;39.217
Mujeres;Zaragoza;50-54;36.980
Mujeres;Zaragoza;55-59;35.025
Mujeres;Zaragoza;60-64;31.634
Mujeres;Zaragoza;65-69;27.330
Mujeres;Zaragoza;70-74;26.178
Mujeres;Zaragoza;75-79;21.700
Mujeres;Zaragoza;80-84;17.168
Mujeres;Zaragoza;85-89;15.543
Mujeres;Zaragoza;90-94;7.714
Mujeres;Zaragoza;95-99;2.386
Mujeres;Zaragoza;100 y más;330
Mujeres;ASTURIAS, PRINCIPADO DE;Total;532.675
Mujeres;ASTURIAS, PRINCIPADO DE;0-4;14.659
Mujeres;ASTURIAS, PRINCIPADO DE;5-9;18.256
Mujeres;ASTURIAS, PRINCIPADO DE;10-14;20.331
Mujeres;ASTURIAS, PRINCIPADO DE;15-19;19.027
Mujeres;ASTURIAS, PRINCIPADO DE;20-24;18.730
Mujeres;ASTURIAS, PRINCIPADO DE;25-29;20.049
Mujeres;ASTURIAS, PRINCIPADO DE;30-34;24.550
Mujeres;ASTURIAS, PRINCIPADO DE;35-39;32.736
Mujeres;ASTURIAS, PRINCIPADO DE;40-44;41.686
Mujeres;ASTURIAS, PRINCIPADO DE;45-49;42.111
Mujeres;ASTURIAS, PRINCIPADO DE;50-54;40.924
Mujeres;ASTURIAS, PRINCIPADO DE;55-59;42.349
Mujeres;ASTURIAS, PRINCIPADO DE;60-64;42.165
Mujeres;ASTURIAS, PRINCIPADO DE;65-69;36.760
Mujeres;ASTURIAS, PRINCIPADO DE;70-74;34.938
Mujeres;ASTURIAS, PRINCIPADO DE;75-79;25.860
Mujeres;ASTURIAS, PRINCIPADO DE;80-84;22.526
Mujeres;ASTURIAS, PRINCIPADO DE;85-89;21.086
Mujeres;ASTURIAS, PRINCIPADO DE;90-94;10.491
Mujeres;ASTURIAS, PRINCIPADO DE;95-99;2.997
Mujeres;ASTURIAS, PRINCIPADO DE;100 y más;444
Mujeres;BALEARS, ILLES;Total;586.909
Mujeres;BALEARS, ILLES;0-4;25.404
Mujeres;BALEARS, ILLES;5-9;28.658
Mujeres;BALEARS, ILLES;10-14;30.025
Mujeres;BALEARS, ILLES;15-19;28.566
Mujeres;BALEARS, ILLES;20-24;30.521
Mujeres;BALEARS, ILLES;25-29;37.799
Mujeres;BALEARS, ILLES;30-34;42.430
Mujeres;BALEARS, ILLES;35-39;47.589
Mujeres;BALEARS, ILLES;40-44;50.693
Mujeres;BALEARS, ILLES;45-49;48.390
Mujeres;BALEARS, ILLES;50-54;43.462
Mujeres;BALEARS, ILLES;55-59;38.840
Mujeres;BALEARS, ILLES;60-64;32.886
Mujeres;BALEARS, ILLES;65-69;27.353
Mujeres;BALEARS, ILLES;70-74;24.342
Mujeres;BALEARS, ILLES;75-79;18.718
Mujeres;BALEARS, ILLES;80-84;13.844
Mujeres;BALEARS, ILLES;85-89;10.567
Mujeres;BALEARS, ILLES;90-94;5.210
Mujeres;BALEARS, ILLES;95-99;1.397
Mujeres;BALEARS, ILLES;100 y más;215
Mujeres;CANARIAS;Total;1.098.978
Mujeres;CANARIAS;0-4;37.830
Mujeres;CANARIAS;5-9;45.802
Mujeres;CANARIAS;10-14;53.536
Mujeres;CANARIAS;15-19;54.549
Mujeres;CANARIAS;20-24;59.006
Mujeres;CANARIAS;25-29;66.541
Mujeres;CANARIAS;30-34;72.858
Mujeres;CANARIAS;35-39;83.198
Mujeres;CANARIAS;40-44;92.861
Mujeres;CANARIAS;45-49;97.813
Mujeres;CANARIAS;50-54;92.581
Mujeres;CANARIAS;55-59;82.830
Mujeres;CANARIAS;60-64;65.296
Mujeres;CANARIAS;65-69;55.008
Mujeres;CANARIAS;70-74;46.229
Mujeres;CANARIAS;75-79;36.624
Mujeres;CANARIAS;80-84;26.448
Mujeres;CANARIAS;85-89;19.678
Mujeres;CANARIAS;90-94;7.833
Mujeres;CANARIAS;95-99;1.975
Mujeres;CANARIAS;100 y más;482
Mujeres;Palmas, Las;Total;567.688
Mujeres;Palmas, Las;0-4;19.542
Mujeres;Palmas, Las;5-9;23.886
Mujeres;Palmas, Las;10-14;28.310
Mujeres;Palmas, Las;15-19;29.362
Mujeres;Palmas, Las;20-24;31.289
Mujeres;Palmas, Las;25-29;34.847
Mujeres;Palmas, Las;30-34;38.270
Mujeres;Palmas, Las;35-39;43.214
Mujeres;Palmas, Las;40-44;47.951
