Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Mujer;Asturias, Principado de;62 años;12
Mujer;Asturias, Principado de;63 años;30
Mujer;Asturias, Principado de;64 años;4
Mujer;Asturias, Principado de;65 años;21
Mujer;Asturias, Principado de;66 años;43
Mujer;Asturias, Principado de;67 años;53
Mujer;Asturias, Principado de;68 años;24
Mujer;Asturias, Principado de;69 años;55
Mujer;Asturias, Principado de;70 años;61
Mujer;Asturias, Principado de;71 años;28
Mujer;Asturias, Principado de;72 años;66
Mujer;Asturias, Principado de;73 años;55
Mujer;Asturias, Principado de;74 años;91
Mujer;Asturias, Principado de;75 años;113
Mujer;Asturias, Principado de;76 años;132
Mujer;Asturias, Principado de;77 años;162
Mujer;Asturias, Principado de;78 años;135
Mujer;Asturias, Principado de;79 años;252
Mujer;Asturias, Principado de;80 años;160
Mujer;Asturias, Principado de;81 años;310
Mujer;Asturias, Principado de;82 años;368
Mujer;Asturias, Principado de;83 años;351
Mujer;Asturias, Principado de;84 años;339
Mujer;Asturias, Principado de;85 años;331
Mujer;Asturias, Principado de;86 años;337
Mujer;Asturias, Principado de;87 años;281
Mujer;Asturias, Principado de;88 años;335
Mujer;Asturias, Principado de;89 años;292
Mujer;Asturias, Principado de;90 años;274
Mujer;Asturias, Principado de;91 años;230
Mujer;Asturias, Principado de;92 años;179
Mujer;Asturias, Principado de;93 años;164
Mujer;Asturias, Principado de;94 años;110
Mujer;Asturias, Principado de;95 años;120
Mujer;Asturias, Principado de;96 años;50
Mujer;Asturias, Principado de;97 años;55
Mujer;Asturias, Principado de;98 años;40
Mujer;Asturias, Principado de;99 años;63
Mujer;Asturias, Principado de;100 y más años;45
Mujer;Balears, Illes;Total;3.062
Mujer;Balears, Illes;0 años;3
Mujer;Balears, Illes;1 año;4
Mujer;Balears, Illes;2 años;..
Mujer;Balears, Illes;3 años;3
Mujer;Balears, Illes;4 años;..
Mujer;Balears, Illes;5 años;..
Mujer;Balears, Illes;6 años;..
Mujer;Balears, Illes;7 años;..
Mujer;Balears, Illes;8 años;..
Mujer;Balears, Illes;9 años;..
Mujer;Balears, Illes;10 años;..
Mujer;Balears, Illes;11 años;..
Mujer;Balears, Illes;12 años;..
Mujer;Balears, Illes;13 años;..
Mujer;Balears, Illes;14 años;..
Mujer;Balears, Illes;15 años;..
Mujer;Balears, Illes;16 años;2
Mujer;Balears, Illes;17 años;10
Mujer;Balears, Illes;18 años;7
Mujer;Balears, Illes;19 años;8
Mujer;Balears, Illes;20 años;..
Mujer;Balears, Illes;21 años;2
Mujer;Balears, Illes;22 años;1
Mujer;Balears, Illes;23 años;17
Mujer;Balears, Illes;24 años;..
Mujer;Balears, Illes;25 años;43
Mujer;Balears, Illes;26 años;3
Mujer;Balears, Illes;27 años;12
Mujer;Balears, Illes;28 años;25
Mujer;Balears, Illes;29 años;6
Mujer;Balears, Illes;30 años;14
Mujer;Balears, Illes;31 años;6
Mujer;Balears, Illes;32 años;50
Mujer;Balears, Illes;33 años;3
Mujer;Balears, Illes;34 años;12
Mujer;Balears, Illes;35 años;17
Mujer;Balears, Illes;36 años;3
Mujer;Balears, Illes;37 años;3
Mujer;Balears, Illes;38 años;2
Mujer;Balears, Illes;39 años;18
Mujer;Balears, Illes;40 años;27
Mujer;Balears, Illes;41 años;17
Mujer;Balears, Illes;42 años;12
Mujer;Balears, Illes;43 años;5
Mujer;Balears, Illes;44 años;5
Mujer;Balears, Illes;45 años;10
Mujer;Balears, Illes;46 años;5
Mujer;Balears, Illes;47 años;8
Mujer;Balears, Illes;48 años;37
Mujer;Balears, Illes;49 años;12
Mujer;Balears, Illes;50 años;3
Mujer;Balears, Illes;51 años;12
Mujer;Balears, Illes;52 años;11
Mujer;Balears, Illes;53 años;6
Mujer;Balears, Illes;54 años;18
Mujer;Balears, Illes;55 años;7
Mujer;Balears, Illes;56 años;7
Mujer;Balears, Illes;57 años;10
Mujer;Balears, Illes;58 años;3
Mujer;Balears, Illes;59 años;12
Mujer;Balears, Illes;60 años;16
Mujer;Balears, Illes;61 años;1
Mujer;Balears, Illes;62 años;12
Mujer;Balears, Illes;63 años;13
Mujer;Balears, Illes;64 años;49
Mujer;Balears, Illes;65 años;5
Mujer;Balears, Illes;66 años;4
Mujer;Balears, Illes;67 años;11
Mujer;Balears, Illes;68 años;20
Mujer;Balears, Illes;69 años;9
Mujer;Balears, Illes;70 años;11
Mujer;Balears, Illes;71 años;19
Mujer;Balears, Illes;72 años;16
Mujer;Balears, Illes;73 años;45
Mujer;Balears, Illes;74 años;8
Mujer;Balears, Illes;75 años;81
Mujer;Balears, Illes;76 años;70
Mujer;Balears, Illes;77 años;47
Mujer;Balears, Illes;78 años;134
Mujer;Balears, Illes;79 años;76
Mujer;Balears, Illes;80 años;135
Mujer;Balears, Illes;81 años;98
Mujer;Balears, Illes;82 años;146
Mujer;Balears, Illes;83 años;176
Mujer;Balears, Illes;84 años;133
Mujer;Balears, Illes;85 años;160
Mujer;Balears, Illes;86 años;188
Mujer;Balears, Illes;87 años;126
Mujer;Balears, Illes;88 años;190
Mujer;Balears, Illes;89 años;109
Mujer;Balears, Illes;90 años;96
Mujer;Balears, Illes;91 años;75
Mujer;Balears, Illes;92 años;51
Mujer;Balears, Illes;93 años;45
Mujer;Balears, Illes;94 años;34
Mujer;Balears, Illes;95 años;40
Mujer;Balears, Illes;96 años;34
Mujer;Balears, Illes;97 años;10
Mujer;Balears, Illes;98 años;7
Mujer;Balears, Illes;99 años;16
Mujer;Balears, Illes;100 y más años;41
Mujer;Canarias;Total;4.841
Mujer;Canarias;0 años;..
Mujer;Canarias;1 año;..
Mujer;Canarias;2 años;..
Mujer;Canarias;3 años;..
Mujer;Canarias;4 años;3
Mujer;Canarias;5 años;6
Mujer;Canarias;6 años;6
Mujer;Canarias;7 años;..
Mujer;Canarias;8 años;3
Mujer;Canarias;9 años;5
Mujer;Canarias;10 años;4
Mujer;Canarias;11 años;2
Mujer;Canarias;12 años;1
Mujer;Canarias;13 años;1
Mujer;Canarias;14 años;6
Mujer;Canarias;15 años;7
Mujer;Canarias;16 años;4
Mujer;Canarias;17 años;2
Mujer;Canarias;18 años;7
Mujer;Canarias;19 años;4
Mujer;Canarias;20 años;4
Mujer;Canarias;21 años;14
Mujer;Canarias;22 años;11
Mujer;Canarias;23 años;2
Mujer;Canarias;24 años;17
Mujer;Canarias;25 años;28
Mujer;Canarias;26 años;5
Mujer;Canarias;27 años;7
Mujer;Canarias;28 años;14
Mujer;Canarias;29 años;24
Mujer;Canarias;30 años;40
Mujer;Canarias;31 años;7
Mujer;Canarias;32 años;29
Mujer;Canarias;33 años;22
Mujer;Canarias;34 años;24
Mujer;Canarias;35 años;22
Mujer;Canarias;36 años;8
Mujer;Canarias;37 años;60
Mujer;Canarias;38 años;19
Mujer;Canarias;39 años;14
Mujer;Canarias;40 años;83
Mujer;Canarias;41 años;6
Mujer;Canarias;42 años;35
Mujer;Canarias;43 años;30
Mujer;Canarias;44 años;14
Mujer;Canarias;45 años;19
Mujer;Canarias;46 años;30
Mujer;Canarias;47 años;10
Mujer;Canarias;48 años;21
Mujer;Canarias;49 años;13
Mujer;Canarias;50 años;31
Mujer;Canarias;51 años;6
Mujer;Canarias;52 años;15
Mujer;Canarias;53 años;21
Mujer;Canarias;54 años;7
Mujer;Canarias;55 años;56
Mujer;Canarias;56 años;17
Mujer;Canarias;57 años;20
Mujer;Canarias;58 años;10
Mujer;Canarias;59 años;31
Mujer;Canarias;60 años;8
Mujer;Canarias;61 años;12
Mujer;Canarias;62 años;7
Mujer;Canarias;63 años;7
Mujer;Canarias;64 años;27
Mujer;Canarias;65 años;32
Mujer;Canarias;66 años;46
Mujer;Canarias;67 años;32
Mujer;Canarias;68 años;95
Mujer;Canarias;69 años;36
Mujer;Canarias;70 años;42
Mujer;Canarias;71 años;49
Mujer;Canarias;72 años;40
Mujer;Canarias;73 años;81
Mujer;Canarias;74 años;72
Mujer;Canarias;75 años;75
Mujer;Canarias;76 años;146
Mujer;Canarias;77 años;217
Mujer;Canarias;78 años;99
Mujer;Canarias;79 años;143
Mujer;Canarias;80 años;229
Mujer;Canarias;81 años;182
Mujer;Canarias;82 años;192
Mujer;Canarias;83 años;231
Mujer;Canarias;84 años;270
Mujer;Canarias;85 años;252
Mujer;Canarias;86 años;145
Mujer;Canarias;87 años;207
Mujer;Canarias;88 años;173
Mujer;Canarias;89 años;155
Mujer;Canarias;90 años;114
Mujer;Canarias;91 años;158
Mujer;Canarias;92 años;92
Mujer;Canarias;93 años;60
Mujer;Canarias;94 años;71
Mujer;Canarias;95 años;45
Mujer;Canarias;96 años;24
Mujer;Canarias;97 años;9
Mujer;Canarias;98 años;18
Mujer;Canarias;99 años;15
Mujer;Canarias;100 y más años;27
Mujer;Cantabria;Total;3.530
Mujer;Cantabria;0 años;..
Mujer;Cantabria;1 año;..
Mujer;Cantabria;2 años;..
Mujer;Cantabria;3 años;..
Mujer;Cantabria;4 años;..
Mujer;Cantabria;5 años;..
Mujer;Cantabria;6 años;..
Mujer;Cantabria;7 años;..
Mujer;Cantabria;8 años;..
Mujer;Cantabria;9 años;..
Mujer;Cantabria;10 años;..
Mujer;Cantabria;11 años;..
Mujer;Cantabria;12 años;..
Mujer;Cantabria;13 años;..
Mujer;Cantabria;14 años;..
Mujer;Cantabria;15 años;..
Mujer;Cantabria;16 años;..
Mujer;Cantabria;17 años;..
Mujer;Cantabria;18 años;1
Mujer;Cantabria;19 años;..
Mujer;Cantabria;20 años;2
Mujer;Cantabria;21 años;1
Mujer;Cantabria;22 años;3
Mujer;Cantabria;23 años;2
Mujer;Cantabria;24 años;2
Mujer;Cantabria;25 años;..
Mujer;Cantabria;26 años;2
Mujer;Cantabria;27 años;..
Mujer;Cantabria;28 años;6
Mujer;Cantabria;29 años;3
Mujer;Cantabria;30 años;4
Mujer;Cantabria;31 años;10
Mujer;Cantabria;32 años;4
Mujer;Cantabria;33 años;6
Mujer;Cantabria;34 años;5
Mujer;Cantabria;35 años;5
Mujer;Cantabria;36 años;6
Mujer;Cantabria;37 años;7
Mujer;Cantabria;38 años;7
Mujer;Cantabria;39 años;26
Mujer;Cantabria;40 años;10
Mujer;Cantabria;41 años;2
Mujer;Cantabria;42 años;5
Mujer;Cantabria;43 años;2
Mujer;Cantabria;44 años;5
Mujer;Cantabria;45 años;11
Mujer;Cantabria;46 años;2
Mujer;Cantabria;47 años;9
Mujer;Cantabria;48 años;14
Mujer;Cantabria;49 años;29
Mujer;Cantabria;50 años;7
Mujer;Cantabria;51 años;4
Mujer;Cantabria;52 años;11
Mujer;Cantabria;53 años;8
Mujer;Cantabria;54 años;10
Mujer;Cantabria;55 años;13
Mujer;Cantabria;56 años;9
Mujer;Cantabria;57 años;1
Mujer;Cantabria;58 años;2
Mujer;Cantabria;59 años;7
Mujer;Cantabria;60 años;8
Mujer;Cantabria;61 años;39
Mujer;Cantabria;62 años;2
Mujer;Cantabria;63 años;7
Mujer;Cantabria;64 años;3
Mujer;Cantabria;65 años;30
Mujer;Cantabria;66 años;15
Mujer;Cantabria;67 años;5
Mujer;Cantabria;68 años;14
Mujer;Cantabria;69 años;36
Mujer;Cantabria;70 años;18
Mujer;Cantabria;71 años;5
Mujer;Cantabria;72 años;11
Mujer;Cantabria;73 años;25
Mujer;Cantabria;74 años;41
Mujer;Cantabria;75 años;37
Mujer;Cantabria;76 años;48
Mujer;Cantabria;77 años;83
Mujer;Cantabria;78 años;102
Mujer;Cantabria;79 años;72
Mujer;Cantabria;80 años;130
Mujer;Cantabria;81 años;169
Mujer;Cantabria;82 años;122
Mujer;Cantabria;83 años;120
Mujer;Cantabria;84 años;171
Mujer;Cantabria;85 años;200
Mujer;Cantabria;86 años;192
Mujer;Cantabria;87 años;243
Mujer;Cantabria;88 años;169
Mujer;Cantabria;89 años;215
Mujer;Cantabria;90 años;218
Mujer;Cantabria;91 años;103
Mujer;Cantabria;92 años;76
Mujer;Cantabria;93 años;88
Mujer;Cantabria;94 años;84
Mujer;Cantabria;95 años;86
Mujer;Cantabria;96 años;65
Mujer;Cantabria;97 años;88
Mujer;Cantabria;98 años;43
Mujer;Cantabria;99 años;38
Mujer;Cantabria;100 y más años;44
Mujer;Castilla y León;Total;27.909
Mujer;Castilla y León;0 años;3
Mujer;Castilla y León;1 año;3
Mujer;Castilla y León;2 años;..
Mujer;Castilla y León;3 años;1
Mujer;Castilla y León;4 años;..
Mujer;Castilla y León;5 años;..
Mujer;Castilla y León;6 años;..
Mujer;Castilla y León;7 años;..
Mujer;Castilla y León;8 años;1
Mujer;Castilla y León;9 años;..
Mujer;Castilla y León;10 años;1
Mujer;Castilla y León;11 años;1
Mujer;Castilla y León;12 años;2
Mujer;Castilla y León;13 años;3
Mujer;Castilla y León;14 años;4
Mujer;Castilla y León;15 años;9
Mujer;Castilla y León;16 años;5
Mujer;Castilla y León;17 años;16
Mujer;Castilla y León;18 años;16
Mujer;Castilla y León;19 años;22
Mujer;Castilla y León;20 años;18
Mujer;Castilla y León;21 años;74
Mujer;Castilla y León;22 años;47
Mujer;Castilla y León;23 años;36
Mujer;Castilla y León;24 años;68
Mujer;Castilla y León;25 años;52
Mujer;Castilla y León;26 años;43
Mujer;Castilla y León;27 años;81
Mujer;Castilla y León;28 años;106
Mujer;Castilla y León;29 años;94
Mujer;Castilla y León;30 años;146
Mujer;Castilla y León;31 años;109
Mujer;Castilla y León;32 años;112
Mujer;Castilla y León;33 años;97
Mujer;Castilla y León;34 años;96
Mujer;Castilla y León;35 años;79
Mujer;Castilla y León;36 años;106
Mujer;Castilla y León;37 años;155
Mujer;Castilla y León;38 años;133
Mujer;Castilla y León;39 años;72
Mujer;Castilla y León;40 años;97
Mujer;Castilla y León;41 años;123
Mujer;Castilla y León;42 años;106
Mujer;Castilla y León;43 años;80
Mujer;Castilla y León;44 años;136
Mujer;Castilla y León;45 años;86
Mujer;Castilla y León;46 años;103
Mujer;Castilla y León;47 años;103
Mujer;Castilla y León;48 años;72
Mujer;Castilla y León;49 años;82
Mujer;Castilla y León;50 años;69
Mujer;Castilla y León;51 años;68
Mujer;Castilla y León;52 años;119
Mujer;Castilla y León;53 años;43
Mujer;Castilla y León;54 años;82
Mujer;Castilla y León;55 años;124
Mujer;Castilla y León;56 años;52
Mujer;Castilla y León;57 años;92
Mujer;Castilla y León;58 años;101
Mujer;Castilla y León;59 años;108
Mujer;Castilla y León;60 años;129
Mujer;Castilla y León;61 años;119
Mujer;Castilla y León;62 años;148
Mujer;Castilla y León;63 años;170
Mujer;Castilla y León;64 años;159
Mujer;Castilla y León;65 años;124
Mujer;Castilla y León;66 años;133
Mujer;Castilla y León;67 años;256
Mujer;Castilla y León;68 años;226
Mujer;Castilla y León;69 años;210
Mujer;Castilla y León;70 años;178
Mujer;Castilla y León;71 años;260
Mujer;Castilla y León;72 años;219
Mujer;Castilla y León;73 años;249
Mujer;Castilla y León;74 años;332
Mujer;Castilla y León;75 años;374
Mujer;Castilla y León;76 años;436
Mujer;Castilla y León;77 años;436
Mujer;Castilla y León;78 años;566
Mujer;Castilla y León;79 años;613
Mujer;Castilla y León;80 años;716
Mujer;Castilla y León;81 años;962
Mujer;Castilla y León;82 años;1.183
Mujer;Castilla y León;83 años;1.039
Mujer;Castilla y León;84 años;1.210
Mujer;Castilla y León;85 años;1.390
Mujer;Castilla y León;86 años;1.296
Mujer;Castilla y León;87 años;1.481
Mujer;Castilla y León;88 años;1.524
Mujer;Castilla y León;89 años;1.464
Mujer;Castilla y León;90 años;1.237
Mujer;Castilla y León;91 años;1.182
Mujer;Castilla y León;92 años;843
Mujer;Castilla y León;93 años;841
Mujer;Castilla y León;94 años;649
Mujer;Castilla y León;95 años;450
Mujer;Castilla y León;96 años;392
Mujer;Castilla y León;97 años;305
Mujer;Castilla y León;98 años;187
Mujer;Castilla y León;99 años;164
Mujer;Castilla y León;100 y más años;397
Mujer;Castilla - La Mancha;Total;15.854
Mujer;Castilla - La Mancha;0 años;4
Mujer;Castilla - La Mancha;1 año;..
Mujer;Castilla - La Mancha;2 años;1
Mujer;Castilla - La Mancha;3 años;2
Mujer;Castilla - La Mancha;4 años;1
Mujer;Castilla - La Mancha;5 años;2
Mujer;Castilla - La Mancha;6 años;..
Mujer;Castilla - La Mancha;7 años;2
Mujer;Castilla - La Mancha;8 años;3
Mujer;Castilla - La Mancha;9 años;4
Mujer;Castilla - La Mancha;10 años;2
Mujer;Castilla - La Mancha;11 años;..
Mujer;Castilla - La Mancha;12 años;3
Mujer;Castilla - La Mancha;13 años;2
Mujer;Castilla - La Mancha;14 años;8
Mujer;Castilla - La Mancha;15 años;13
Mujer;Castilla - La Mancha;16 años;8
Mujer;Castilla - La Mancha;17 años;5
Mujer;Castilla - La Mancha;18 años;11
Mujer;Castilla - La Mancha;19 años;21
Mujer;Castilla - La Mancha;20 años;8
Mujer;Castilla - La Mancha;21 años;19
Mujer;Castilla - La Mancha;22 años;22
Mujer;Castilla - La Mancha;23 años;24
Mujer;Castilla - La Mancha;24 años;18
Mujer;Castilla - La Mancha;25 años;21
Mujer;Castilla - La Mancha;26 años;24
Mujer;Castilla - La Mancha;27 años;16
Mujer;Castilla - La Mancha;28 años;27
Mujer;Castilla - La Mancha;29 años;18
Mujer;Castilla - La Mancha;30 años;38
Mujer;Castilla - La Mancha;31 años;30
Mujer;Castilla - La Mancha;32 años;30
Mujer;Castilla - La Mancha;33 años;26
Mujer;Castilla - La Mancha;34 años;36
Mujer;Castilla - La Mancha;35 años;37
Mujer;Castilla - La Mancha;36 años;26
Mujer;Castilla - La Mancha;37 años;63
Mujer;Castilla - La Mancha;38 años;36
Mujer;Castilla - La Mancha;39 años;34
Mujer;Castilla - La Mancha;40 años;46
Mujer;Castilla - La Mancha;41 años;30
Mujer;Castilla - La Mancha;42 años;24
Mujer;Castilla - La Mancha;43 años;47
Mujer;Castilla - La Mancha;44 años;58
Mujer;Castilla - La Mancha;45 años;44
Mujer;Castilla - La Mancha;46 años;60
Mujer;Castilla - La Mancha;47 años;30
Mujer;Castilla - La Mancha;48 años;23
Mujer;Castilla - La Mancha;49 años;63
Mujer;Castilla - La Mancha;50 años;61
Mujer;Castilla - La Mancha;51 años;53
Mujer;Castilla - La Mancha;52 años;39
Mujer;Castilla - La Mancha;53 años;40
Mujer;Castilla - La Mancha;54 años;75
Mujer;Castilla - La Mancha;55 años;53
Mujer;Castilla - La Mancha;56 años;58
Mujer;Castilla - La Mancha;57 años;48
Mujer;Castilla - La Mancha;58 años;27
Mujer;Castilla - La Mancha;59 años;56
Mujer;Castilla - La Mancha;60 años;81
Mujer;Castilla - La Mancha;61 años;75
Mujer;Castilla - La Mancha;62 años;97
Mujer;Castilla - La Mancha;63 años;71
Mujer;Castilla - La Mancha;64 años;55
Mujer;Castilla - La Mancha;65 años;114
Mujer;Castilla - La Mancha;66 años;66
Mujer;Castilla - La Mancha;67 años;124
Mujer;Castilla - La Mancha;68 años;139
Mujer;Castilla - La Mancha;69 años;78
Mujer;Castilla - La Mancha;70 años;121
Mujer;Castilla - La Mancha;71 años;178
Mujer;Castilla - La Mancha;72 años;107
Mujer;Castilla - La Mancha;73 años;136
Mujer;Castilla - La Mancha;74 años;209
Mujer;Castilla - La Mancha;75 años;251
Mujer;Castilla - La Mancha;76 años;276
Mujer;Castilla - La Mancha;77 años;390
Mujer;Castilla - La Mancha;78 años;437
Mujer;Castilla - La Mancha;79 años;513
Mujer;Castilla - La Mancha;80 años;527
Mujer;Castilla - La Mancha;81 años;638
Mujer;Castilla - La Mancha;82 años;679
Mujer;Castilla - La Mancha;83 años;617
Mujer;Castilla - La Mancha;84 años;855
Mujer;Castilla - La Mancha;85 años;798
Mujer;Castilla - La Mancha;86 años;871
Mujer;Castilla - La Mancha;87 años;789
Mujer;Castilla - La Mancha;88 años;777
Mujer;Castilla - La Mancha;89 años;813
Mujer;Castilla - La Mancha;90 años;763
Mujer;Castilla - La Mancha;91 años;577
Mujer;Castilla - La Mancha;92 años;426
Mujer;Castilla - La Mancha;93 años;461
Mujer;Castilla - La Mancha;94 años;262
Mujer;Castilla - La Mancha;95 años;259
Mujer;Castilla - La Mancha;96 años;224
Mujer;Castilla - La Mancha;97 años;130
Mujer;Castilla - La Mancha;98 años;102
Mujer;Castilla - La Mancha;99 años;51
Mujer;Castilla - La Mancha;100 y más años;137
Mujer;Cataluña;Total;44.182
Mujer;Cataluña;0 años;16
Mujer;Cataluña;1 año;16
Mujer;Cataluña;2 años;14
Mujer;Cataluña;3 años;12
Mujer;Cataluña;4 años;15
Mujer;Cataluña;5 años;17
Mujer;Cataluña;6 años;27
Mujer;Cataluña;7 años;17
Mujer;Cataluña;8 años;25
Mujer;Cataluña;9 años;25
Mujer;Cataluña;10 años;22
Mujer;Cataluña;11 años;40
Mujer;Cataluña;12 años;50
Mujer;Cataluña;13 años;49
Mujer;Cataluña;14 años;49
Mujer;Cataluña;15 años;59
Mujer;Cataluña;16 años;44
Mujer;Cataluña;17 años;59
Mujer;Cataluña;18 años;113
Mujer;Cataluña;19 años;118
Mujer;Cataluña;20 años;115
Mujer;Cataluña;21 años;66
Mujer;Cataluña;22 años;59
Mujer;Cataluña;23 años;52
Mujer;Cataluña;24 años;59
Mujer;Cataluña;25 años;115
Mujer;Cataluña;26 años;75
Mujer;Cataluña;27 años;57
Mujer;Cataluña;28 años;72
Mujer;Cataluña;29 años;101
Mujer;Cataluña;30 años;129
Mujer;Cataluña;31 años;112
Mujer;Cataluña;32 años;68
Mujer;Cataluña;33 años;128
Mujer;Cataluña;34 años;104
Mujer;Cataluña;35 años;105
Mujer;Cataluña;36 años;105
Mujer;Cataluña;37 años;148
Mujer;Cataluña;38 años;104
Mujer;Cataluña;39 años;142
Mujer;Cataluña;40 años;130
Mujer;Cataluña;41 años;140
Mujer;Cataluña;42 años;135
Mujer;Cataluña;43 años;101
Mujer;Cataluña;44 años;143
Mujer;Cataluña;45 años;157
Mujer;Cataluña;46 años;123
Mujer;Cataluña;47 años;162
Mujer;Cataluña;48 años;98
Mujer;Cataluña;49 años;182
Mujer;Cataluña;50 años;137
Mujer;Cataluña;51 años;143
Mujer;Cataluña;52 años;118
Mujer;Cataluña;53 años;102
Mujer;Cataluña;54 años;109
Mujer;Cataluña;55 años;162
Mujer;Cataluña;56 años;188
Mujer;Cataluña;57 años;181
Mujer;Cataluña;58 años;170
Mujer;Cataluña;59 años;190
Mujer;Cataluña;60 años;114
Mujer;Cataluña;61 años;137
Mujer;Cataluña;62 años;174
Mujer;Cataluña;63 años;246
Mujer;Cataluña;64 años;142
Mujer;Cataluña;65 años;203
Mujer;Cataluña;66 años;264
Mujer;Cataluña;67 años;191
Mujer;Cataluña;68 años;260
Mujer;Cataluña;69 años;317
Mujer;Cataluña;70 años;286
Mujer;Cataluña;71 años;321
Mujer;Cataluña;72 años;288
Mujer;Cataluña;73 años;346
Mujer;Cataluña;74 años;623
Mujer;Cataluña;75 años;690
Mujer;Cataluña;76 años;805
Mujer;Cataluña;77 años;844
Mujer;Cataluña;78 años;1.064
Mujer;Cataluña;79 años;1.014
Mujer;Cataluña;80 años;1.428
Mujer;Cataluña;81 años;1.430
Mujer;Cataluña;82 años;1.706
Mujer;Cataluña;83 años;1.872
Mujer;Cataluña;84 años;1.985
Mujer;Cataluña;85 años;2.352
Mujer;Cataluña;86 años;2.159
Mujer;Cataluña;87 años;2.389
Mujer;Cataluña;88 años;2.305
Mujer;Cataluña;89 años;2.390
Mujer;Cataluña;90 años;1.896
Mujer;Cataluña;91 años;1.798
Mujer;Cataluña;92 años;1.393
Mujer;Cataluña;93 años;1.303
Mujer;Cataluña;94 años;1.045
Mujer;Cataluña;95 años;700
Mujer;Cataluña;96 años;657
Mujer;Cataluña;97 años;447
Mujer;Cataluña;98 años;347
Mujer;Cataluña;99 años;283
Mujer;Cataluña;100 y más años;394
Mujer;Comunitat Valenciana;Total;17.839
Mujer;Comunitat Valenciana;0 años;2
Mujer;Comunitat Valenciana;1 año;3
Mujer;Comunitat Valenciana;2 años;7
Mujer;Comunitat Valenciana;3 años;2
Mujer;Comunitat Valenciana;4 años;2
Mujer;Comunitat Valenciana;5 años;6
Mujer;Comunitat Valenciana;6 años;2
Mujer;Comunitat Valenciana;7 años;..
Mujer;Comunitat Valenciana;8 años;1
Mujer;Comunitat Valenciana;9 años;3
Mujer;Comunitat Valenciana;10 años;5
Mujer;Comunitat Valenciana;11 años;8
Mujer;Comunitat Valenciana;12 años;12
Mujer;Comunitat Valenciana;13 años;11
Mujer;Comunitat Valenciana;14 años;9
Mujer;Comunitat Valenciana;15 años;14
Mujer;Comunitat Valenciana;16 años;14
Mujer;Comunitat Valenciana;17 años;9
Mujer;Comunitat Valenciana;18 años;17
Mujer;Comunitat Valenciana;19 años;10
Mujer;Comunitat Valenciana;20 años;10
Mujer;Comunitat Valenciana;21 años;16
Mujer;Comunitat Valenciana;22 años;62
Mujer;Comunitat Valenciana;23 años;31
Mujer;Comunitat Valenciana;24 años;20
Mujer;Comunitat Valenciana;25 años;27
Mujer;Comunitat Valenciana;26 años;56
Mujer;Comunitat Valenciana;27 años;59
Mujer;Comunitat Valenciana;28 años;100
Mujer;Comunitat Valenciana;29 años;41
Mujer;Comunitat Valenciana;30 años;51
Mujer;Comunitat Valenciana;31 años;28
Mujer;Comunitat Valenciana;32 años;75
Mujer;Comunitat Valenciana;33 años;41
Mujer;Comunitat Valenciana;34 años;51
Mujer;Comunitat Valenciana;35 años;52
Mujer;Comunitat Valenciana;36 años;34
Mujer;Comunitat Valenciana;37 años;61
Mujer;Comunitat Valenciana;38 años;24
Mujer;Comunitat Valenciana;39 años;54
Mujer;Comunitat Valenciana;40 años;32
Mujer;Comunitat Valenciana;41 años;47
Mujer;Comunitat Valenciana;42 años;43
Mujer;Comunitat Valenciana;43 años;85
Mujer;Comunitat Valenciana;44 años;77
Mujer;Comunitat Valenciana;45 años;87
Mujer;Comunitat Valenciana;46 años;45
Mujer;Comunitat Valenciana;47 años;161
Mujer;Comunitat Valenciana;48 años;77
Mujer;Comunitat Valenciana;49 años;65
Mujer;Comunitat Valenciana;50 años;86
Mujer;Comunitat Valenciana;51 años;76
Mujer;Comunitat Valenciana;52 años;70
Mujer;Comunitat Valenciana;53 años;135
Mujer;Comunitat Valenciana;54 años;99
Mujer;Comunitat Valenciana;55 años;109
Mujer;Comunitat Valenciana;56 años;68
Mujer;Comunitat Valenciana;57 años;64
Mujer;Comunitat Valenciana;58 años;117
Mujer;Comunitat Valenciana;59 años;89
Mujer;Comunitat Valenciana;60 años;92
Mujer;Comunitat Valenciana;61 años;60
Mujer;Comunitat Valenciana;62 años;134
Mujer;Comunitat Valenciana;63 años;114
Mujer;Comunitat Valenciana;64 años;58
Mujer;Comunitat Valenciana;65 años;103
Mujer;Comunitat Valenciana;66 años;130
Mujer;Comunitat Valenciana;67 años;125
Mujer;Comunitat Valenciana;68 años;240
Mujer;Comunitat Valenciana;69 años;157
Mujer;Comunitat Valenciana;70 años;195
Mujer;Comunitat Valenciana;71 años;285
Mujer;Comunitat Valenciana;72 años;168
Mujer;Comunitat Valenciana;73 años;246
Mujer;Comunitat Valenciana;74 años;238
Mujer;Comunitat Valenciana;75 años;304
Mujer;Comunitat Valenciana;76 años;312
Mujer;Comunitat Valenciana;77 años;497
Mujer;Comunitat Valenciana;78 años;452
Mujer;Comunitat Valenciana;79 años;445
Mujer;Comunitat Valenciana;80 años;613
Mujer;Comunitat Valenciana;81 años;624
Mujer;Comunitat Valenciana;82 años;799
Mujer;Comunitat Valenciana;83 años;850
Mujer;Comunitat Valenciana;84 años;753
Mujer;Comunitat Valenciana;85 años;917
Mujer;Comunitat Valenciana;86 años;897
