Comunidades autónomas;Tipo de dato;Periodo;Total
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM12;5,58
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM11;6,15
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM10;6,03
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM09;6,01
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM08;5,93
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM07;5,82
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM06;5,62
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM05;3,90
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM04;2,71
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM03;0,82
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM02;0,71
01 Andalucía;Variación anual del acumulado en lo que va de año;2011SM01;6,54
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM52;-0,50
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM51;-0,40
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM50;-0,33
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM49;-0,28
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM48;-0,29
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM47;-0,20
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM46;-0,34
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM45;-0,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM44;-0,53
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM43;-0,63
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM42;-0,86
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM41;-1,08
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM40;-1,06
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM39;-1,22
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM38;-1,17
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM37;-1,37
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM36;-1,27
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM35;-1,34
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM34;-1,28
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM33;-1,48
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM32;-1,49
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM31;-1,81
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM30;-1,93
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM29;-2,02
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM28;-2,31
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM27;-2,72
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM26;-3,28
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM25;-3,41
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM24;-3,11
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM23;-3,16
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM22;-3,39
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM21;-4,12
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM20;-4,31
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM19;-4,40
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM18;-4,43
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM17;-4,86
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM16;-5,21
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM15;-5,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM14;-6,20
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM13;-6,72
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM12;-7,20
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM11;-8,30
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM10;-9,27
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM09;-9,84
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM08;-10,14
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM07;-10,72
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM06;-12,41
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM05;-12,96
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM04;-14,03
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM03;-13,11
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM02;-8,71
01 Andalucía;Variación anual del acumulado en lo que va de año;2010SM01;-15,62
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM53;1,38
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM52;-0,67
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM51;-0,60
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM50;-0,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM49;-0,25
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM48;-0,05
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM47;-0,13
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM46;0,09
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM45;0,22
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM44;0,30
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM43;0,36
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM42;0,31
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM41;0,39
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM40;0,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM39;0,28
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM38;0,06
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM37;0,10
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM36;0,12
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM35;-0,09
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM34;-0,34
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM33;-0,27
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM32;-0,08
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM31;-0,26
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM30;-0,12
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM29;-0,04
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM28;0,23
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM27;0,47
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM26;1,01
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM25;1,32
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM24;1,38
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM23;1,61
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM22;2,22
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM21;2,45
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM20;2,46
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM19;2,18
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM18;2,29
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM17;2,64
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM16;2,90
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM15;3,30
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM14;3,79
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM13;4,35
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM12;4,92
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM11;5,43
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM10;6,60
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM09;6,82
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM08;7,93
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM07;9,06
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM06;10,17
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM05;11,29
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM04;10,06
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM03;6,77
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM02;-0,13
01 Andalucía;Variación anual del acumulado en lo que va de año;2009SM01;3,44
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM52;0,03
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM51;-0,14
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM50;-0,20
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM49;-0,25
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM48;-0,49
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM47;-0,54
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM46;-0,69
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM45;-0,79
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM44;-0,56
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM43;-0,65
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM42;-0,54
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM41;-0,49
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM40;-0,64
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM39;-0,56
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM38;-0,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM37;-0,43
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM36;-0,35
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM35;-0,34
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM34;-0,32
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM33;-0,30
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM32;-0,48
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM31;-0,56
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM30;-0,44
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM29;-0,48
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM28;-0,67
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM27;-0,65
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM26;-1,06
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM25;-1,60
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM24;-1,97
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM23;-2,14
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM22;-2,37
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM21;-2,38
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM20;-2,55
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM19;-2,10
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM18;-2,16
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM17;-2,42
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM16;-2,77
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM15;-2,93
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM14;-2,81
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM13;-2,75
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM12;-2,88
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM11;-2,99
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM10;-4,26
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM09;-4,96
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM08;-6,29
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM07;-7,61
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM06;-8,18
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM05;-7,09
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM04;-4,29
01 Andalucía;Variación anual del acumulado en lo que va de año;2008SM03;-2,31
