Provincias;Sexo;Periodo;Total
15 Coruña, A;Hombres;2003;5.896
15 Coruña, A;Hombres;2002;5.492
15 Coruña, A;Hombres;2001;5.580
15 Coruña, A;Hombres;2000;5.602
15 Coruña, A;Hombres;1999;5.762
15 Coruña, A;Hombres;1998;5.473
15 Coruña, A;Hombres;1997;5.479
15 Coruña, A;Hombres;1996;5.832
15 Coruña, A;Hombres;1995;5.663
15 Coruña, A;Hombres;1994;5.532
15 Coruña, A;Hombres;1993;5.441
15 Coruña, A;Hombres;1992;5.378
15 Coruña, A;Hombres;1991;5.373
15 Coruña, A;Hombres;1990;5.392
15 Coruña, A;Hombres;1989;5.176
15 Coruña, A;Hombres;1988;5.213
15 Coruña, A;Hombres;1987;4.998
15 Coruña, A;Hombres;1986;5.049
15 Coruña, A;Hombres;1985;4.970
15 Coruña, A;Hombres;1984;4.817
15 Coruña, A;Hombres;1983;4.698
15 Coruña, A;Hombres;1982;4.924
15 Coruña, A;Hombres;1981;4.675
15 Coruña, A;Hombres;1980;4.484
15 Coruña, A;Hombres;1979;4.712
15 Coruña, A;Hombres;1978;4.655
15 Coruña, A;Hombres;1977;4.812
15 Coruña, A;Hombres;1976;4.636
15 Coruña, A;Hombres;1975;4.684
15 Coruña, A;Mujeres;2018;6.540
15 Coruña, A;Mujeres;2017;6.385
15 Coruña, A;Mujeres;2016;6.171
15 Coruña, A;Mujeres;2015;6.236
15 Coruña, A;Mujeres;2014;6.018
15 Coruña, A;Mujeres;2013;6.133
15 Coruña, A;Mujeres;2012;6.040
15 Coruña, A;Mujeres;2011;5.772
15 Coruña, A;Mujeres;2010;5.908
15 Coruña, A;Mujeres;2009;6.007
15 Coruña, A;Mujeres;2008;5.720
15 Coruña, A;Mujeres;2007;5.850
15 Coruña, A;Mujeres;2006;5.652
15 Coruña, A;Mujeres;2005;5.574
15 Coruña, A;Mujeres;2004;5.494
15 Coruña, A;Mujeres;2003;5.769
15 Coruña, A;Mujeres;2002;5.326
15 Coruña, A;Mujeres;2001;5.346
15 Coruña, A;Mujeres;2000;5.426
15 Coruña, A;Mujeres;1999;5.622
15 Coruña, A;Mujeres;1998;5.274
15 Coruña, A;Mujeres;1997;5.217
15 Coruña, A;Mujeres;1996;5.360
15 Coruña, A;Mujeres;1995;5.296
15 Coruña, A;Mujeres;1994;5.170
15 Coruña, A;Mujeres;1993;5.199
15 Coruña, A;Mujeres;1992;5.112
15 Coruña, A;Mujeres;1991;5.160
15 Coruña, A;Mujeres;1990;5.272
15 Coruña, A;Mujeres;1989;5.011
15 Coruña, A;Mujeres;1988;4.889
15 Coruña, A;Mujeres;1987;4.876
15 Coruña, A;Mujeres;1986;5.179
15 Coruña, A;Mujeres;1985;4.994
15 Coruña, A;Mujeres;1984;4.689
15 Coruña, A;Mujeres;1983;4.832
15 Coruña, A;Mujeres;1982;4.651
15 Coruña, A;Mujeres;1981;4.727
15 Coruña, A;Mujeres;1980;4.533
15 Coruña, A;Mujeres;1979;4.695
15 Coruña, A;Mujeres;1978;4.818
15 Coruña, A;Mujeres;1977;4.895
15 Coruña, A;Mujeres;1976;4.850
15 Coruña, A;Mujeres;1975;4.829
16 Cuenca;Total;2018;2.436
16 Cuenca;Total;2017;2.500
16 Cuenca;Total;2016;2.405
16 Cuenca;Total;2015;2.507
16 Cuenca;Total;2014;2.293
16 Cuenca;Total;2013;2.395
16 Cuenca;Total;2012;2.471
16 Cuenca;Total;2011;2.287
16 Cuenca;Total;2010;2.252
16 Cuenca;Total;2009;2.177
16 Cuenca;Total;2008;2.384
16 Cuenca;Total;2007;2.273
16 Cuenca;Total;2006;2.263
16 Cuenca;Total;2005;2.264
16 Cuenca;Total;2004;2.252
16 Cuenca;Total;2003;2.276
16 Cuenca;Total;2002;2.357
16 Cuenca;Total;2001;2.292
16 Cuenca;Total;2000;2.181
16 Cuenca;Total;1999;2.291
16 Cuenca;Total;1998;2.190
16 Cuenca;Total;1997;2.184
16 Cuenca;Total;1996;2.237
16 Cuenca;Total;1995;2.224
16 Cuenca;Total;1994;2.289
16 Cuenca;Total;1993;2.170
16 Cuenca;Total;1992;2.134
16 Cuenca;Total;1991;2.212
16 Cuenca;Total;1990;1.994
16 Cuenca;Total;1989;2.150
16 Cuenca;Total;1988;2.096
16 Cuenca;Total;1987;2.042
16 Cuenca;Total;1986;2.206
16 Cuenca;Total;1985;2.390
16 Cuenca;Total;1984;2.283
16 Cuenca;Total;1983;2.276
16 Cuenca;Total;1982;2.166
16 Cuenca;Total;1981;2.324
16 Cuenca;Total;1980;2.227
16 Cuenca;Total;1979;2.284
16 Cuenca;Total;1978;2.239
16 Cuenca;Total;1977;2.322
16 Cuenca;Total;1976;2.252
16 Cuenca;Total;1975;2.253
16 Cuenca;Hombres;2018;1.236
16 Cuenca;Hombres;2017;1.266
16 Cuenca;Hombres;2016;1.247
16 Cuenca;Hombres;2015;1.289
16 Cuenca;Hombres;2014;1.192
16 Cuenca;Hombres;2013;1.261
16 Cuenca;Hombres;2012;1.258
16 Cuenca;Hombres;2011;1.201
16 Cuenca;Hombres;2010;1.182
16 Cuenca;Hombres;2009;1.124
16 Cuenca;Hombres;2008;1.260
16 Cuenca;Hombres;2007;1.192
16 Cuenca;Hombres;2006;1.228
16 Cuenca;Hombres;2005;1.195
16 Cuenca;Hombres;2004;1.191
16 Cuenca;Hombres;2003;1.136
16 Cuenca;Hombres;2002;1.218
16 Cuenca;Hombres;2001;1.178
16 Cuenca;Hombres;2000;1.150
16 Cuenca;Hombres;1999;1.224
16 Cuenca;Hombres;1998;1.133
16 Cuenca;Hombres;1997;1.124
16 Cuenca;Hombres;1996;1.168
16 Cuenca;Hombres;1995;1.161
16 Cuenca;Hombres;1994;1.193
16 Cuenca;Hombres;1993;1.172
16 Cuenca;Hombres;1992;1.141
16 Cuenca;Hombres;1991;1.142
16 Cuenca;Hombres;1990;1.035
16 Cuenca;Hombres;1989;1.089
16 Cuenca;Hombres;1988;1.064
16 Cuenca;Hombres;1987;1.048
16 Cuenca;Hombres;1986;1.126
16 Cuenca;Hombres;1985;1.269
16 Cuenca;Hombres;1984;1.180
16 Cuenca;Hombres;1983;1.165
16 Cuenca;Hombres;1982;1.128
16 Cuenca;Hombres;1981;1.225
16 Cuenca;Hombres;1980;1.157
16 Cuenca;Hombres;1979;1.214
16 Cuenca;Hombres;1978;1.115
16 Cuenca;Hombres;1977;1.229
16 Cuenca;Hombres;1976;1.188
16 Cuenca;Hombres;1975;1.197
16 Cuenca;Mujeres;2018;1.200
16 Cuenca;Mujeres;2017;1.234
16 Cuenca;Mujeres;2016;1.158
16 Cuenca;Mujeres;2015;1.218
16 Cuenca;Mujeres;2014;1.101
16 Cuenca;Mujeres;2013;1.134
16 Cuenca;Mujeres;2012;1.213
16 Cuenca;Mujeres;2011;1.086
16 Cuenca;Mujeres;2010;1.070
16 Cuenca;Mujeres;2009;1.053
16 Cuenca;Mujeres;2008;1.124
16 Cuenca;Mujeres;2007;1.081
16 Cuenca;Mujeres;2006;1.035
16 Cuenca;Mujeres;2005;1.069
16 Cuenca;Mujeres;2004;1.061
16 Cuenca;Mujeres;2003;1.140
16 Cuenca;Mujeres;2002;1.139
16 Cuenca;Mujeres;2001;1.114
16 Cuenca;Mujeres;2000;1.031
16 Cuenca;Mujeres;1999;1.067
16 Cuenca;Mujeres;1998;1.057
16 Cuenca;Mujeres;1997;1.060
16 Cuenca;Mujeres;1996;1.069
16 Cuenca;Mujeres;1995;1.063
16 Cuenca;Mujeres;1994;1.096
16 Cuenca;Mujeres;1993;998
16 Cuenca;Mujeres;1992;993
16 Cuenca;Mujeres;1991;1.070
16 Cuenca;Mujeres;1990;959
16 Cuenca;Mujeres;1989;1.061
16 Cuenca;Mujeres;1988;1.032
16 Cuenca;Mujeres;1987;994
16 Cuenca;Mujeres;1986;1.080
16 Cuenca;Mujeres;1985;1.121
16 Cuenca;Mujeres;1984;1.103
16 Cuenca;Mujeres;1983;1.111
16 Cuenca;Mujeres;1982;1.038
16 Cuenca;Mujeres;1981;1.099
16 Cuenca;Mujeres;1980;1.070
16 Cuenca;Mujeres;1979;1.070
16 Cuenca;Mujeres;1978;1.124
16 Cuenca;Mujeres;1977;1.093
16 Cuenca;Mujeres;1976;1.064
16 Cuenca;Mujeres;1975;1.056
20 Gipuzkoa;Total;2018;7.035
20 Gipuzkoa;Total;2017;7.009
20 Gipuzkoa;Total;2016;6.777
20 Gipuzkoa;Total;2015;6.933
20 Gipuzkoa;Total;2014;6.531
20 Gipuzkoa;Total;2013;6.394
20 Gipuzkoa;Total;2012;6.514
20 Gipuzkoa;Total;2011;6.300
20 Gipuzkoa;Total;2010;6.130
20 Gipuzkoa;Total;2009;6.265
20 Gipuzkoa;Total;2008;6.269
20 Gipuzkoa;Total;2007;6.200
20 Gipuzkoa;Total;2006;5.899
20 Gipuzkoa;Total;2005;6.106
20 Gipuzkoa;Total;2004;6.019
20 Gipuzkoa;Total;2003;6.265
20 Gipuzkoa;Total;2002;6.025
20 Gipuzkoa;Total;2001;5.860
20 Gipuzkoa;Total;2000;5.837
20 Gipuzkoa;Total;1999;6.014
20 Gipuzkoa;Total;1998;5.978
20 Gipuzkoa;Total;1997;5.733
20 Gipuzkoa;Total;1996;5.932
20 Gipuzkoa;Total;1995;5.590
20 Gipuzkoa;Total;1994;5.528
20 Gipuzkoa;Total;1993;5.473
20 Gipuzkoa;Total;1992;5.449
20 Gipuzkoa;Total;1991;5.517
20 Gipuzkoa;Total;1990;5.110
20 Gipuzkoa;Total;1989;5.117
20 Gipuzkoa;Total;1988;5.271
20 Gipuzkoa;Total;1987;4.925
20 Gipuzkoa;Total;1986;5.072
20 Gipuzkoa;Total;1985;4.979
20 Gipuzkoa;Total;1984;4.671
20 Gipuzkoa;Total;1983;4.909
20 Gipuzkoa;Total;1982;4.454
20 Gipuzkoa;Total;1981;4.444
20 Gipuzkoa;Total;1980;4.262
20 Gipuzkoa;Total;1979;4.208
20 Gipuzkoa;Total;1978;4.393
20 Gipuzkoa;Total;1977;4.602
20 Gipuzkoa;Total;1976;4.720
20 Gipuzkoa;Total;1975;4.726
20 Gipuzkoa;Hombres;2018;3.506
20 Gipuzkoa;Hombres;2017;3.506
20 Gipuzkoa;Hombres;2016;3.453
20 Gipuzkoa;Hombres;2015;3.442
20 Gipuzkoa;Hombres;2014;3.326
20 Gipuzkoa;Hombres;2013;3.297
20 Gipuzkoa;Hombres;2012;3.321
20 Gipuzkoa;Hombres;2011;3.245
20 Gipuzkoa;Hombres;2010;3.132
20 Gipuzkoa;Hombres;2009;3.226
20 Gipuzkoa;Hombres;2008;3.270
20 Gipuzkoa;Hombres;2007;3.253
20 Gipuzkoa;Hombres;2006;3.079
20 Gipuzkoa;Hombres;2005;3.221
20 Gipuzkoa;Hombres;2004;3.091
20 Gipuzkoa;Hombres;2003;3.237
20 Gipuzkoa;Hombres;2002;3.219
20 Gipuzkoa;Hombres;2001;3.096
20 Gipuzkoa;Hombres;2000;3.130
20 Gipuzkoa;Hombres;1999;3.184
20 Gipuzkoa;Hombres;1998;3.164
20 Gipuzkoa;Hombres;1997;3.071
20 Gipuzkoa;Hombres;1996;3.114
20 Gipuzkoa;Hombres;1995;2.965
20 Gipuzkoa;Hombres;1994;2.962
20 Gipuzkoa;Hombres;1993;2.956
20 Gipuzkoa;Hombres;1992;2.907
20 Gipuzkoa;Hombres;1991;3.064
20 Gipuzkoa;Hombres;1990;2.750
20 Gipuzkoa;Hombres;1989;2.837
20 Gipuzkoa;Hombres;1988;2.828
20 Gipuzkoa;Hombres;1987;2.789
20 Gipuzkoa;Hombres;1986;2.716
20 Gipuzkoa;Hombres;1985;2.786
20 Gipuzkoa;Hombres;1984;2.668
20 Gipuzkoa;Hombres;1983;2.746
20 Gipuzkoa;Hombres;1982;2.539
20 Gipuzkoa;Hombres;1981;2.500
20 Gipuzkoa;Hombres;1980;2.376
20 Gipuzkoa;Hombres;1979;2.401
20 Gipuzkoa;Hombres;1978;2.439
20 Gipuzkoa;Hombres;1977;2.549
20 Gipuzkoa;Hombres;1976;2.582
20 Gipuzkoa;Hombres;1975;2.552
20 Gipuzkoa;Mujeres;2018;3.529
20 Gipuzkoa;Mujeres;2017;3.503
20 Gipuzkoa;Mujeres;2016;3.324
20 Gipuzkoa;Mujeres;2015;3.491
20 Gipuzkoa;Mujeres;2014;3.205
20 Gipuzkoa;Mujeres;2013;3.097
20 Gipuzkoa;Mujeres;2012;3.193
20 Gipuzkoa;Mujeres;2011;3.055
20 Gipuzkoa;Mujeres;2010;2.998
20 Gipuzkoa;Mujeres;2009;3.039
20 Gipuzkoa;Mujeres;2008;2.999
20 Gipuzkoa;Mujeres;2007;2.947
20 Gipuzkoa;Mujeres;2006;2.820
20 Gipuzkoa;Mujeres;2005;2.885
20 Gipuzkoa;Mujeres;2004;2.928
20 Gipuzkoa;Mujeres;2003;3.028
20 Gipuzkoa;Mujeres;2002;2.806
20 Gipuzkoa;Mujeres;2001;2.764
20 Gipuzkoa;Mujeres;2000;2.707
20 Gipuzkoa;Mujeres;1999;2.830
20 Gipuzkoa;Mujeres;1998;2.814
20 Gipuzkoa;Mujeres;1997;2.662
20 Gipuzkoa;Mujeres;1996;2.818
20 Gipuzkoa;Mujeres;1995;2.625
20 Gipuzkoa;Mujeres;1994;2.566
20 Gipuzkoa;Mujeres;1993;2.517
20 Gipuzkoa;Mujeres;1992;2.542
20 Gipuzkoa;Mujeres;1991;2.453
20 Gipuzkoa;Mujeres;1990;2.360
20 Gipuzkoa;Mujeres;1989;2.280
20 Gipuzkoa;Mujeres;1988;2.443
20 Gipuzkoa;Mujeres;1987;2.136
20 Gipuzkoa;Mujeres;1986;2.356
20 Gipuzkoa;Mujeres;1985;2.193
20 Gipuzkoa;Mujeres;1984;2.003
20 Gipuzkoa;Mujeres;1983;2.163
20 Gipuzkoa;Mujeres;1982;1.915
20 Gipuzkoa;Mujeres;1981;1.944
20 Gipuzkoa;Mujeres;1980;1.886
20 Gipuzkoa;Mujeres;1979;1.807
20 Gipuzkoa;Mujeres;1978;1.954
20 Gipuzkoa;Mujeres;1977;2.053
20 Gipuzkoa;Mujeres;1976;2.138
20 Gipuzkoa;Mujeres;1975;2.174
17 Girona;Total;2018;6.574
17 Girona;Total;2017;6.407
17 Girona;Total;2016;6.114
17 Girona;Total;2015;6.401
17 Girona;Total;2014;6.014
17 Girona;Total;2013;5.803
17 Girona;Total;2012;6.139
17 Girona;Total;2011;5.706
17 Girona;Total;2010;5.771
17 Girona;Total;2009;5.777
17 Girona;Total;2008;5.740
17 Girona;Total;2007;5.619
17 Girona;Total;2006;5.442
17 Girona;Total;2005;5.715
17 Girona;Total;2004;5.420
17 Girona;Total;2003;5.566
17 Girona;Total;2002;5.266
17 Girona;Total;2001;5.116
17 Girona;Total;2000;5.034
17 Girona;Total;1999;5.129
17 Girona;Total;1998;4.904
17 Girona;Total;1997;4.941
17 Girona;Total;1996;4.815
17 Girona;Total;1995;4.843
17 Girona;Total;1994;4.663
17 Girona;Total;1993;4.660
17 Girona;Total;1992;4.646
17 Girona;Total;1991;4.629
17 Girona;Total;1990;4.560
17 Girona;Total;1989;4.368
17 Girona;Total;1988;4.384
17 Girona;Total;1987;4.183
17 Girona;Total;1986;4.085
17 Girona;Total;1985;4.306
17 Girona;Total;1984;4.165
17 Girona;Total;1983;4.229
17 Girona;Total;1982;3.960
17 Girona;Total;1981;4.246
17 Girona;Total;1980;4.244
17 Girona;Total;1979;4.176
17 Girona;Total;1978;4.328
17 Girona;Total;1977;4.167
17 Girona;Total;1976;4.366
17 Girona;Total;1975;4.368
17 Girona;Hombres;2018;3.323
17 Girona;Hombres;2017;3.256
17 Girona;Hombres;2016;3.222
17 Girona;Hombres;2015;3.269
17 Girona;Hombres;2014;3.156
17 Girona;Hombres;2013;2.972
17 Girona;Hombres;2012;3.144
17 Girona;Hombres;2011;3.033
17 Girona;Hombres;2010;3.056
17 Girona;Hombres;2009;3.016
17 Girona;Hombres;2008;2.990
17 Girona;Hombres;2007;2.950
17 Girona;Hombres;2006;2.946
17 Girona;Hombres;2005;2.984
17 Girona;Hombres;2004;2.908
17 Girona;Hombres;2003;2.851
17 Girona;Hombres;2002;2.734
17 Girona;Hombres;2001;2.769
17 Girona;Hombres;2000;2.758
17 Girona;Hombres;1999;2.726
17 Girona;Hombres;1998;2.604
17 Girona;Hombres;1997;2.644
17 Girona;Hombres;1996;2.578
17 Girona;Hombres;1995;2.598
17 Girona;Hombres;1994;2.536
17 Girona;Hombres;1993;2.548
17 Girona;Hombres;1992;2.500
17 Girona;Hombres;1991;2.477
17 Girona;Hombres;1990;2.453
17 Girona;Hombres;1989;2.329
17 Girona;Hombres;1988;2.341
17 Girona;Hombres;1987;2.237
17 Girona;Hombres;1986;2.135
17 Girona;Hombres;1985;2.210
17 Girona;Hombres;1984;2.178
17 Girona;Hombres;1983;2.275
17 Girona;Hombres;1982;2.097
17 Girona;Hombres;1981;2.278
17 Girona;Hombres;1980;2.231
17 Girona;Hombres;1979;2.162
17 Girona;Hombres;1978;2.245
17 Girona;Hombres;1977;2.198
17 Girona;Hombres;1976;2.240
17 Girona;Hombres;1975;2.228
17 Girona;Mujeres;2018;3.251
17 Girona;Mujeres;2017;3.151
17 Girona;Mujeres;2016;2.892
17 Girona;Mujeres;2015;3.132
17 Girona;Mujeres;2014;2.858
17 Girona;Mujeres;2013;2.831
17 Girona;Mujeres;2012;2.995
17 Girona;Mujeres;2011;2.673
17 Girona;Mujeres;2010;2.715
17 Girona;Mujeres;2009;2.761
17 Girona;Mujeres;2008;2.750
17 Girona;Mujeres;2007;2.669
17 Girona;Mujeres;2006;2.496
17 Girona;Mujeres;2005;2.731
17 Girona;Mujeres;2004;2.512
17 Girona;Mujeres;2003;2.715
17 Girona;Mujeres;2002;2.532
17 Girona;Mujeres;2001;2.347
17 Girona;Mujeres;2000;2.276
17 Girona;Mujeres;1999;2.403
17 Girona;Mujeres;1998;2.300
17 Girona;Mujeres;1997;2.297
17 Girona;Mujeres;1996;2.237
17 Girona;Mujeres;1995;2.245
17 Girona;Mujeres;1994;2.127
17 Girona;Mujeres;1993;2.112
17 Girona;Mujeres;1992;2.146
17 Girona;Mujeres;1991;2.152
17 Girona;Mujeres;1990;2.107
17 Girona;Mujeres;1989;2.039
17 Girona;Mujeres;1988;2.043
17 Girona;Mujeres;1987;1.946
17 Girona;Mujeres;1986;1.950
17 Girona;Mujeres;1985;2.096
17 Girona;Mujeres;1984;1.987
17 Girona;Mujeres;1983;1.954
17 Girona;Mujeres;1982;1.863
17 Girona;Mujeres;1981;1.968
17 Girona;Mujeres;1980;2.013
17 Girona;Mujeres;1979;2.014
17 Girona;Mujeres;1978;2.083
17 Girona;Mujeres;1977;1.969
17 Girona;Mujeres;1976;2.126
17 Girona;Mujeres;1975;2.140
18 Granada;Total;2018;8.427
18 Granada;Total;2017;8.184
18 Granada;Total;2016;8.014
18 Granada;Total;2015;8.454
18 Granada;Total;2014;7.678
18 Granada;Total;2013;7.507
18 Granada;Total;2012;7.957
18 Granada;Total;2011;7.668
18 Granada;Total;2010;7.618
18 Granada;Total;2009;7.615
18 Granada;Total;2008;7.609
18 Granada;Total;2007;7.822
18 Granada;Total;2006;7.272
18 Granada;Total;2005;7.662
18 Granada;Total;2004;7.378
18 Granada;Total;2003;7.462
18 Granada;Total;2002;7.357
18 Granada;Total;2001;6.938
18 Granada;Total;2000;7.134
18 Granada;Total;1999;7.475
18 Granada;Total;1998;7.380
18 Granada;Total;1997;6.844
18 Granada;Total;1996;6.964
18 Granada;Total;1995;6.612
18 Granada;Total;1994;6.644
18 Granada;Total;1993;6.762
18 Granada;Total;1992;6.458
18 Granada;Total;1991;6.662
18 Granada;Total;1990;6.456
18 Granada;Total;1989;6.480
18 Granada;Total;1988;6.399
18 Granada;Total;1987;6.226
18 Granada;Total;1986;6.342
18 Granada;Total;1985;6.173
18 Granada;Total;1984;6.255
18 Granada;Total;1983;6.132
18 Granada;Total;1982;5.926
18 Granada;Total;1981;6.103
18 Granada;Total;1980;5.924
18 Granada;Total;1979;5.886
18 Granada;Total;1978;6.035
18 Granada;Total;1977;5.999
18 Granada;Total;1976;6.157
18 Granada;Total;1975;6.096
18 Granada;Hombres;2018;4.263
18 Granada;Hombres;2017;4.151
18 Granada;Hombres;2016;4.092
18 Granada;Hombres;2015;4.230
18 Granada;Hombres;2014;3.974
18 Granada;Hombres;2013;3.905
18 Granada;Hombres;2012;4.131
18 Granada;Hombres;2011;3.919
18 Granada;Hombres;2010;3.918
18 Granada;Hombres;2009;4.055
18 Granada;Hombres;2008;3.936
18 Granada;Hombres;2007;4.131
18 Granada;Hombres;2006;3.794
18 Granada;Hombres;2005;3.973
18 Granada;Hombres;2004;3.930
18 Granada;Hombres;2003;3.897
18 Granada;Hombres;2002;3.881
18 Granada;Hombres;2001;3.645
18 Granada;Hombres;2000;3.742
18 Granada;Hombres;1999;3.947
18 Granada;Hombres;1998;3.889
18 Granada;Hombres;1997;3.603
18 Granada;Hombres;1996;3.661
18 Granada;Hombres;1995;3.528
18 Granada;Hombres;1994;3.501
18 Granada;Hombres;1993;3.505
18 Granada;Hombres;1992;3.466
18 Granada;Hombres;1991;3.534
18 Granada;Hombres;1990;3.265
18 Granada;Hombres;1989;3.419
18 Granada;Hombres;1988;3.317
18 Granada;Hombres;1987;3.257
18 Granada;Hombres;1986;3.261
18 Granada;Hombres;1985;3.243
18 Granada;Hombres;1984;3.281
18 Granada;Hombres;1983;3.163
18 Granada;Hombres;1982;3.090
18 Granada;Hombres;1981;3.080
18 Granada;Hombres;1980;2.976
18 Granada;Hombres;1979;2.980
18 Granada;Hombres;1978;3.180
18 Granada;Hombres;1977;3.094
18 Granada;Hombres;1976;3.135
18 Granada;Hombres;1975;3.097
18 Granada;Mujeres;2018;4.164
18 Granada;Mujeres;2017;4.033
18 Granada;Mujeres;2016;3.922
18 Granada;Mujeres;2015;4.224
18 Granada;Mujeres;2014;3.704
18 Granada;Mujeres;2013;3.602
18 Granada;Mujeres;2012;3.826
18 Granada;Mujeres;2011;3.749
18 Granada;Mujeres;2010;3.700
18 Granada;Mujeres;2009;3.560
18 Granada;Mujeres;2008;3.673
18 Granada;Mujeres;2007;3.691
18 Granada;Mujeres;2006;3.478
18 Granada;Mujeres;2005;3.689
18 Granada;Mujeres;2004;3.448
18 Granada;Mujeres;2003;3.565
18 Granada;Mujeres;2002;3.476
18 Granada;Mujeres;2001;3.293
18 Granada;Mujeres;2000;3.392
18 Granada;Mujeres;1999;3.528
18 Granada;Mujeres;1998;3.491
18 Granada;Mujeres;1997;3.241
18 Granada;Mujeres;1996;3.303
18 Granada;Mujeres;1995;3.084
18 Granada;Mujeres;1994;3.143
18 Granada;Mujeres;1993;3.257
18 Granada;Mujeres;1992;2.992
18 Granada;Mujeres;1991;3.128
18 Granada;Mujeres;1990;3.191
18 Granada;Mujeres;1989;3.061
18 Granada;Mujeres;1988;3.082
18 Granada;Mujeres;1987;2.969
18 Granada;Mujeres;1986;3.081
18 Granada;Mujeres;1985;2.930
18 Granada;Mujeres;1984;2.974
18 Granada;Mujeres;1983;2.969
18 Granada;Mujeres;1982;2.836
18 Granada;Mujeres;1981;3.023
18 Granada;Mujeres;1980;2.948
18 Granada;Mujeres;1979;2.906
18 Granada;Mujeres;1978;2.855
18 Granada;Mujeres;1977;2.905
18 Granada;Mujeres;1976;3.022
18 Granada;Mujeres;1975;2.999
19 Guadalajara;Total;2018;2.025
19 Guadalajara;Total;2017;2.083
19 Guadalajara;Total;2016;2.024
19 Guadalajara;Total;2015;2.145
19 Guadalajara;Total;2014;1.826
19 Guadalajara;Total;2013;1.806
19 Guadalajara;Total;2012;1.944
19 Guadalajara;Total;2011;1.835
19 Guadalajara;Total;2010;1.765
19 Guadalajara;Total;2009;1.707
19 Guadalajara;Total;2008;1.753
19 Guadalajara;Total;2007;1.816
19 Guadalajara;Total;2006;1.681
19 Guadalajara;Total;2005;1.681
19 Guadalajara;Total;2004;1.702
19 Guadalajara;Total;2003;1.663
19 Guadalajara;Total;2002;1.699
19 Guadalajara;Total;2001;1.649
19 Guadalajara;Total;2000;1.576
19 Guadalajara;Total;1999;1.591
19 Guadalajara;Total;1998;1.635
19 Guadalajara;Total;1997;1.515
19 Guadalajara;Total;1996;1.551
19 Guadalajara;Total;1995;1.483
19 Guadalajara;Total;1994;1.523
19 Guadalajara;Total;1993;1.514
19 Guadalajara;Total;1992;1.431
19 Guadalajara;Total;1991;1.441
19 Guadalajara;Total;1990;1.437
19 Guadalajara;Total;1989;1.378
19 Guadalajara;Total;1988;1.372
19 Guadalajara;Total;1987;1.403
19 Guadalajara;Total;1986;1.316
19 Guadalajara;Total;1985;1.472
19 Guadalajara;Total;1984;1.399
19 Guadalajara;Total;1983;1.342
19 Guadalajara;Total;1982;1.184
19 Guadalajara;Total;1981;1.164
19 Guadalajara;Total;1980;1.181
19 Guadalajara;Total;1979;1.228
19 Guadalajara;Total;1978;1.262
19 Guadalajara;Total;1977;1.314
19 Guadalajara;Total;1976;1.337
19 Guadalajara;Total;1975;1.430
19 Guadalajara;Hombres;2018;1.020
19 Guadalajara;Hombres;2017;1.067
19 Guadalajara;Hombres;2016;1.038
19 Guadalajara;Hombres;2015;1.112
19 Guadalajara;Hombres;2014;966
19 Guadalajara;Hombres;2013;950
19 Guadalajara;Hombres;2012;977
19 Guadalajara;Hombres;2011;974
19 Guadalajara;Hombres;2010;946
19 Guadalajara;Hombres;2009;912
19 Guadalajara;Hombres;2008;950
19 Guadalajara;Hombres;2007;973
19 Guadalajara;Hombres;2006;885
19 Guadalajara;Hombres;2005;885
19 Guadalajara;Hombres;2004;945
19 Guadalajara;Hombres;2003;816
19 Guadalajara;Hombres;2002;883
19 Guadalajara;Hombres;2001;901
19 Guadalajara;Hombres;2000;868
19 Guadalajara;Hombres;1999;865
19 Guadalajara;Hombres;1998;852
19 Guadalajara;Hombres;1997;824
19 Guadalajara;Hombres;1996;837
19 Guadalajara;Hombres;1995;792
19 Guadalajara;Hombres;1994;811
19 Guadalajara;Hombres;1993;816
19 Guadalajara;Hombres;1992;748
19 Guadalajara;Hombres;1991;761
19 Guadalajara;Hombres;1990;801
19 Guadalajara;Hombres;1989;775
19 Guadalajara;Hombres;1988;764
19 Guadalajara;Hombres;1987;762
19 Guadalajara;Hombres;1986;702
19 Guadalajara;Hombres;1985;801
19 Guadalajara;Hombres;1984;787
19 Guadalajara;Hombres;1983;711
19 Guadalajara;Hombres;1982;621
19 Guadalajara;Hombres;1981;643
19 Guadalajara;Hombres;1980;664
19 Guadalajara;Hombres;1979;636
19 Guadalajara;Hombres;1978;684
19 Guadalajara;Hombres;1977;685
19 Guadalajara;Hombres;1976;749
19 Guadalajara;Hombres;1975;750
19 Guadalajara;Mujeres;2018;1.005
19 Guadalajara;Mujeres;2017;1.016
19 Guadalajara;Mujeres;2016;986
19 Guadalajara;Mujeres;2015;1.033
19 Guadalajara;Mujeres;2014;860
19 Guadalajara;Mujeres;2013;856
19 Guadalajara;Mujeres;2012;967
19 Guadalajara;Mujeres;2011;861
19 Guadalajara;Mujeres;2010;819
19 Guadalajara;Mujeres;2009;795
19 Guadalajara;Mujeres;2008;803
19 Guadalajara;Mujeres;2007;843
19 Guadalajara;Mujeres;2006;796
19 Guadalajara;Mujeres;2005;796
19 Guadalajara;Mujeres;2004;757
19 Guadalajara;Mujeres;2003;847
19 Guadalajara;Mujeres;2002;816
19 Guadalajara;Mujeres;2001;748
19 Guadalajara;Mujeres;2000;708
19 Guadalajara;Mujeres;1999;726
19 Guadalajara;Mujeres;1998;783
19 Guadalajara;Mujeres;1997;691
