Comunidades y Ciudades Autónomas;Periodo;Total
13 Madrid, Comunidad de;2003M11;3.600
13 Madrid, Comunidad de;2003M10;3.377
13 Madrid, Comunidad de;2003M09;2.923
13 Madrid, Comunidad de;2003M08;3.743
13 Madrid, Comunidad de;2003M07;3.367
13 Madrid, Comunidad de;2003M06;3.390
13 Madrid, Comunidad de;2003M05;3.289
13 Madrid, Comunidad de;2003M04;3.256
13 Madrid, Comunidad de;2003M03;3.514
13 Madrid, Comunidad de;2003M02;3.323
13 Madrid, Comunidad de;2003M01;3.757
13 Madrid, Comunidad de;2002M12;3.435
13 Madrid, Comunidad de;2002M11;3.124
13 Madrid, Comunidad de;2002M10;3.144
13 Madrid, Comunidad de;2002M09;2.909
13 Madrid, Comunidad de;2002M08;2.956
13 Madrid, Comunidad de;2002M07;3.066
13 Madrid, Comunidad de;2002M06;3.215
13 Madrid, Comunidad de;2002M05;3.108
13 Madrid, Comunidad de;2002M04;3.206
13 Madrid, Comunidad de;2002M03;3.399
13 Madrid, Comunidad de;2002M02;3.288
13 Madrid, Comunidad de;2002M01;4.431
13 Madrid, Comunidad de;2001M12;3.694
13 Madrid, Comunidad de;2001M11;3.256
13 Madrid, Comunidad de;2001M10;3.085
13 Madrid, Comunidad de;2001M09;2.782
13 Madrid, Comunidad de;2001M08;3.154
13 Madrid, Comunidad de;2001M07;3.187
13 Madrid, Comunidad de;2001M06;3.131
13 Madrid, Comunidad de;2001M05;3.272
13 Madrid, Comunidad de;2001M04;3.036
13 Madrid, Comunidad de;2001M03;3.362
13 Madrid, Comunidad de;2001M02;3.047
13 Madrid, Comunidad de;2001M01;3.552
13 Madrid, Comunidad de;2000M12;3.271
13 Madrid, Comunidad de;2000M11;3.099
13 Madrid, Comunidad de;2000M10;3.108
13 Madrid, Comunidad de;2000M09;2.800
13 Madrid, Comunidad de;2000M08;2.962
13 Madrid, Comunidad de;2000M07;2.955
13 Madrid, Comunidad de;2000M06;3.011
13 Madrid, Comunidad de;2000M05;3.087
13 Madrid, Comunidad de;2000M04;3.098
13 Madrid, Comunidad de;2000M03;3.141
13 Madrid, Comunidad de;2000M02;3.246
13 Madrid, Comunidad de;2000M01;4.060
13 Madrid, Comunidad de;1999M12;3.479
13 Madrid, Comunidad de;1999M11;3.018
13 Madrid, Comunidad de;1999M10;2.959
13 Madrid, Comunidad de;1999M09;2.612
13 Madrid, Comunidad de;1999M08;2.762
13 Madrid, Comunidad de;1999M07;2.997
13 Madrid, Comunidad de;1999M06;2.723
13 Madrid, Comunidad de;1999M05;2.953
13 Madrid, Comunidad de;1999M04;2.980
13 Madrid, Comunidad de;1999M03;3.293
13 Madrid, Comunidad de;1999M02;3.981
13 Madrid, Comunidad de;1999M01;4.325
13 Madrid, Comunidad de;1998M12;3.448
13 Madrid, Comunidad de;1998M11;2.925
13 Madrid, Comunidad de;1998M10;3.061
13 Madrid, Comunidad de;1998M09;2.602
13 Madrid, Comunidad de;1998M08;2.898
13 Madrid, Comunidad de;1998M07;3.075
13 Madrid, Comunidad de;1998M06;2.968
13 Madrid, Comunidad de;1998M05;2.983
13 Madrid, Comunidad de;1998M04;3.067
13 Madrid, Comunidad de;1998M03;3.484
13 Madrid, Comunidad de;1998M02;3.608
13 Madrid, Comunidad de;1998M01;3.592
13 Madrid, Comunidad de;1997M12;3.310
13 Madrid, Comunidad de;1997M11;3.012
13 Madrid, Comunidad de;1997M10;2.748
13 Madrid, Comunidad de;1997M09;2.594
13 Madrid, Comunidad de;1997M08;2.864
13 Madrid, Comunidad de;1997M07;2.851
13 Madrid, Comunidad de;1997M06;2.638
13 Madrid, Comunidad de;1997M05;2.889
13 Madrid, Comunidad de;1997M04;2.908
13 Madrid, Comunidad de;1997M03;3.165
13 Madrid, Comunidad de;1997M02;3.049
13 Madrid, Comunidad de;1997M01;3.665
13 Madrid, Comunidad de;1996M12;3.421
13 Madrid, Comunidad de;1996M11;3.363
13 Madrid, Comunidad de;1996M10;2.994
13 Madrid, Comunidad de;1996M09;2.711
13 Madrid, Comunidad de;1996M08;2.848
13 Madrid, Comunidad de;1996M07;2.977
13 Madrid, Comunidad de;1996M06;2.861
13 Madrid, Comunidad de;1996M05;3.027
13 Madrid, Comunidad de;1996M04;2.880
13 Madrid, Comunidad de;1996M03;3.279
13 Madrid, Comunidad de;1996M02;3.065
13 Madrid, Comunidad de;1996M01;3.378
13 Madrid, Comunidad de;1995M12;3.344
13 Madrid, Comunidad de;1995M11;2.960
13 Madrid, Comunidad de;1995M10;2.935
13 Madrid, Comunidad de;1995M09;2.687
13 Madrid, Comunidad de;1995M08;2.786
13 Madrid, Comunidad de;1995M07;3.268
13 Madrid, Comunidad de;1995M06;2.747
13 Madrid, Comunidad de;1995M05;2.895
13 Madrid, Comunidad de;1995M04;2.961
13 Madrid, Comunidad de;1995M03;3.307
13 Madrid, Comunidad de;1995M02;2.933
13 Madrid, Comunidad de;1995M01;3.623
13 Madrid, Comunidad de;1994M12;3.232
13 Madrid, Comunidad de;1994M11;2.849
13 Madrid, Comunidad de;1994M10;2.972
13 Madrid, Comunidad de;1994M09;2.675
13 Madrid, Comunidad de;1994M08;2.752
13 Madrid, Comunidad de;1994M07;3.055
13 Madrid, Comunidad de;1994M06;2.734
13 Madrid, Comunidad de;1994M05;2.939
13 Madrid, Comunidad de;1994M04;2.812
13 Madrid, Comunidad de;1994M03;3.063
13 Madrid, Comunidad de;1994M02;3.006
13 Madrid, Comunidad de;1994M01;3.440
13 Madrid, Comunidad de;1993M12;3.252
13 Madrid, Comunidad de;1993M11;2.928
13 Madrid, Comunidad de;1993M10;2.940
13 Madrid, Comunidad de;1993M09;2.595
13 Madrid, Comunidad de;1993M08;2.711
13 Madrid, Comunidad de;1993M07;2.863
13 Madrid, Comunidad de;1993M06;2.732
13 Madrid, Comunidad de;1993M05;2.787
13 Madrid, Comunidad de;1993M04;2.862
13 Madrid, Comunidad de;1993M03;3.418
13 Madrid, Comunidad de;1993M02;3.260
13 Madrid, Comunidad de;1993M01;3.216
13 Madrid, Comunidad de;1992M12;3.030
13 Madrid, Comunidad de;1992M11;2.832
13 Madrid, Comunidad de;1992M10;2.939
13 Madrid, Comunidad de;1992M09;2.585
13 Madrid, Comunidad de;1992M08;2.607
13 Madrid, Comunidad de;1992M07;2.963
13 Madrid, Comunidad de;1992M06;2.687
13 Madrid, Comunidad de;1992M05;2.760
13 Madrid, Comunidad de;1992M04;2.848
13 Madrid, Comunidad de;1992M03;2.944
13 Madrid, Comunidad de;1992M02;3.121
13 Madrid, Comunidad de;1992M01;3.569
13 Madrid, Comunidad de;1991M12;3.173
13 Madrid, Comunidad de;1991M11;3.017
13 Madrid, Comunidad de;1991M10;2.872
13 Madrid, Comunidad de;1991M09;2.517
13 Madrid, Comunidad de;1991M08;2.864
13 Madrid, Comunidad de;1991M07;2.996
13 Madrid, Comunidad de;1991M06;2.735
13 Madrid, Comunidad de;1991M05;2.940
13 Madrid, Comunidad de;1991M04;2.833
13 Madrid, Comunidad de;1991M03;3.186
13 Madrid, Comunidad de;1991M02;3.260
13 Madrid, Comunidad de;1991M01;3.439
13 Madrid, Comunidad de;1990M12;3.338
13 Madrid, Comunidad de;1990M11;2.922
13 Madrid, Comunidad de;1990M10;2.818
13 Madrid, Comunidad de;1990M09;2.557
13 Madrid, Comunidad de;1990M08;2.559
13 Madrid, Comunidad de;1990M07;2.929
13 Madrid, Comunidad de;1990M06;2.665
13 Madrid, Comunidad de;1990M05;2.638
13 Madrid, Comunidad de;1990M04;2.669
13 Madrid, Comunidad de;1990M03;2.927
13 Madrid, Comunidad de;1990M02;2.964
13 Madrid, Comunidad de;1990M01;3.904
13 Madrid, Comunidad de;1989M12;3.020
13 Madrid, Comunidad de;1989M11;2.714
13 Madrid, Comunidad de;1989M10;2.701
13 Madrid, Comunidad de;1989M09;2.450
13 Madrid, Comunidad de;1989M08;2.540
13 Madrid, Comunidad de;1989M07;2.810
13 Madrid, Comunidad de;1989M06;2.726
13 Madrid, Comunidad de;1989M05;2.655
13 Madrid, Comunidad de;1989M04;2.692
13 Madrid, Comunidad de;1989M03;2.824
13 Madrid, Comunidad de;1989M02;2.708
13 Madrid, Comunidad de;1989M01;3.284
13 Madrid, Comunidad de;1988M12;3.325
13 Madrid, Comunidad de;1988M11;2.709
13 Madrid, Comunidad de;1988M10;2.588
13 Madrid, Comunidad de;1988M09;2.408
13 Madrid, Comunidad de;1988M08;2.658
13 Madrid, Comunidad de;1988M07;2.760
13 Madrid, Comunidad de;1988M06;2.432
13 Madrid, Comunidad de;1988M05;2.582
13 Madrid, Comunidad de;1988M04;2.559
13 Madrid, Comunidad de;1988M03;3.090
13 Madrid, Comunidad de;1988M02;2.692
13 Madrid, Comunidad de;1988M01;2.920
13 Madrid, Comunidad de;1987M12;2.856
13 Madrid, Comunidad de;1987M11;2.652
13 Madrid, Comunidad de;1987M10;2.684
13 Madrid, Comunidad de;1987M09;2.301
13 Madrid, Comunidad de;1987M08;2.494
13 Madrid, Comunidad de;1987M07;2.373
13 Madrid, Comunidad de;1987M06;2.436
13 Madrid, Comunidad de;1987M05;2.467
13 Madrid, Comunidad de;1987M04;2.618
13 Madrid, Comunidad de;1987M03;2.624
13 Madrid, Comunidad de;1987M02;2.610
13 Madrid, Comunidad de;1987M01;3.293
13 Madrid, Comunidad de;1986M12;2.541
13 Madrid, Comunidad de;1986M11;2.509
13 Madrid, Comunidad de;1986M10;2.401
13 Madrid, Comunidad de;1986M09;2.181
13 Madrid, Comunidad de;1986M08;2.301
13 Madrid, Comunidad de;1986M07;2.541
13 Madrid, Comunidad de;1986M06;2.257
13 Madrid, Comunidad de;1986M05;2.395
13 Madrid, Comunidad de;1986M04;2.499
13 Madrid, Comunidad de;1986M03;2.583
13 Madrid, Comunidad de;1986M02;2.636
13 Madrid, Comunidad de;1986M01;3.201
13 Madrid, Comunidad de;1985M12;3.695
13 Madrid, Comunidad de;1985M11;2.702
13 Madrid, Comunidad de;1985M10;2.343
13 Madrid, Comunidad de;1985M09;2.119
13 Madrid, Comunidad de;1985M08;2.312
13 Madrid, Comunidad de;1985M07;2.554
13 Madrid, Comunidad de;1985M06;2.324
13 Madrid, Comunidad de;1985M05;2.604
13 Madrid, Comunidad de;1985M04;2.515
13 Madrid, Comunidad de;1985M03;2.830
13 Madrid, Comunidad de;1985M02;2.579
13 Madrid, Comunidad de;1985M01;3.021
13 Madrid, Comunidad de;1984M12;2.690
13 Madrid, Comunidad de;1984M11;2.486
13 Madrid, Comunidad de;1984M10;2.386
13 Madrid, Comunidad de;1984M09;2.168
13 Madrid, Comunidad de;1984M08;2.222
13 Madrid, Comunidad de;1984M07;2.471
13 Madrid, Comunidad de;1984M06;2.343
13 Madrid, Comunidad de;1984M05;2.458
13 Madrid, Comunidad de;1984M04;2.410
13 Madrid, Comunidad de;1984M03;2.932
13 Madrid, Comunidad de;1984M02;2.625
13 Madrid, Comunidad de;1984M01;2.917
13 Madrid, Comunidad de;1983M12;2.874
13 Madrid, Comunidad de;1983M11;2.578
13 Madrid, Comunidad de;1983M10;2.301
13 Madrid, Comunidad de;1983M09;2.170
13 Madrid, Comunidad de;1983M08;2.103
13 Madrid, Comunidad de;1983M07;2.276
13 Madrid, Comunidad de;1983M06;2.320
13 Madrid, Comunidad de;1983M05;2.517
13 Madrid, Comunidad de;1983M04;2.261
13 Madrid, Comunidad de;1983M03;2.542
13 Madrid, Comunidad de;1983M02;2.992
13 Madrid, Comunidad de;1983M01;3.403
13 Madrid, Comunidad de;1982M12;2.750
13 Madrid, Comunidad de;1982M11;2.388
13 Madrid, Comunidad de;1982M10;2.342
13 Madrid, Comunidad de;1982M09;1.941
13 Madrid, Comunidad de;1982M08;2.256
13 Madrid, Comunidad de;1982M07;2.274
13 Madrid, Comunidad de;1982M06;2.437
13 Madrid, Comunidad de;1982M05;2.412
13 Madrid, Comunidad de;1982M04;2.291
13 Madrid, Comunidad de;1982M03;2.402
13 Madrid, Comunidad de;1982M02;2.467
13 Madrid, Comunidad de;1982M01;2.572
13 Madrid, Comunidad de;1981M12;2.798
13 Madrid, Comunidad de;1981M11;2.473
13 Madrid, Comunidad de;1981M10;2.342
13 Madrid, Comunidad de;1981M09;2.015
13 Madrid, Comunidad de;1981M08;2.148
13 Madrid, Comunidad de;1981M07;2.417
13 Madrid, Comunidad de;1981M06;2.516
13 Madrid, Comunidad de;1981M05;2.508
13 Madrid, Comunidad de;1981M04;2.391
13 Madrid, Comunidad de;1981M03;2.804
13 Madrid, Comunidad de;1981M02;2.555
13 Madrid, Comunidad de;1981M01;3.177
13 Madrid, Comunidad de;1980M12;3.056
13 Madrid, Comunidad de;1980M11;2.401
13 Madrid, Comunidad de;1980M10;2.353
13 Madrid, Comunidad de;1980M09;1.977
13 Madrid, Comunidad de;1980M08;2.154
13 Madrid, Comunidad de;1980M07;2.158
13 Madrid, Comunidad de;1980M06;2.190
13 Madrid, Comunidad de;1980M05;2.152
13 Madrid, Comunidad de;1980M04;2.241
13 Madrid, Comunidad de;1980M03;2.375
13 Madrid, Comunidad de;1980M02;2.274
13 Madrid, Comunidad de;1980M01;2.739
13 Madrid, Comunidad de;1979M12;2.653
13 Madrid, Comunidad de;1979M11;2.378
13 Madrid, Comunidad de;1979M10;2.245
13 Madrid, Comunidad de;1979M09;1.962
13 Madrid, Comunidad de;1979M08;2.142
13 Madrid, Comunidad de;1979M07;2.220
13 Madrid, Comunidad de;1979M06;2.129
13 Madrid, Comunidad de;1979M05;2.260
13 Madrid, Comunidad de;1979M04;2.349
13 Madrid, Comunidad de;1979M03;2.505
13 Madrid, Comunidad de;1979M02;2.305
13 Madrid, Comunidad de;1979M01;2.612
13 Madrid, Comunidad de;1978M12;2.736
13 Madrid, Comunidad de;1978M11;2.313
13 Madrid, Comunidad de;1978M10;2.256
13 Madrid, Comunidad de;1978M09;1.993
13 Madrid, Comunidad de;1978M08;2.116
13 Madrid, Comunidad de;1978M07;2.474
13 Madrid, Comunidad de;1978M06;2.148
13 Madrid, Comunidad de;1978M05;2.194
13 Madrid, Comunidad de;1978M04;2.163
13 Madrid, Comunidad de;1978M03;2.108
13 Madrid, Comunidad de;1978M02;3.052
13 Madrid, Comunidad de;1978M01;2.682
13 Madrid, Comunidad de;1977M12;2.629
13 Madrid, Comunidad de;1977M11;2.281
13 Madrid, Comunidad de;1977M10;2.205
13 Madrid, Comunidad de;1977M09;1.957
13 Madrid, Comunidad de;1977M08;2.025
13 Madrid, Comunidad de;1977M07;2.012
13 Madrid, Comunidad de;1977M06;2.184
13 Madrid, Comunidad de;1977M05;2.179
13 Madrid, Comunidad de;1977M04;2.589
13 Madrid, Comunidad de;1977M03;2.847
13 Madrid, Comunidad de;1977M02;2.388
13 Madrid, Comunidad de;1977M01;2.674
13 Madrid, Comunidad de;1976M12;2.582
13 Madrid, Comunidad de;1976M11;2.386
13 Madrid, Comunidad de;1976M10;2.187
13 Madrid, Comunidad de;1976M09;1.936
13 Madrid, Comunidad de;1976M08;2.064
13 Madrid, Comunidad de;1976M07;2.078
13 Madrid, Comunidad de;1976M06;2.084
13 Madrid, Comunidad de;1976M05;2.313
13 Madrid, Comunidad de;1976M04;2.396
13 Madrid, Comunidad de;1976M03;2.718
13 Madrid, Comunidad de;1976M02;2.647
13 Madrid, Comunidad de;1976M01;2.702
13 Madrid, Comunidad de;1975M12;2.667
13 Madrid, Comunidad de;1975M11;2.259
13 Madrid, Comunidad de;1975M10;2.115
13 Madrid, Comunidad de;1975M09;1.847
13 Madrid, Comunidad de;1975M08;1.959
13 Madrid, Comunidad de;1975M07;2.212
13 Madrid, Comunidad de;1975M06;2.108
13 Madrid, Comunidad de;1975M05;2.243
13 Madrid, Comunidad de;1975M04;2.241
13 Madrid, Comunidad de;1975M03;2.443
13 Madrid, Comunidad de;1975M02;2.189
13 Madrid, Comunidad de;1975M01;2.737
14 Murcia, Región de;2018M12;910
14 Murcia, Región de;2018M11;854
14 Murcia, Región de;2018M10;876
14 Murcia, Región de;2018M09;773
14 Murcia, Región de;2018M08;888
14 Murcia, Región de;2018M07;899
14 Murcia, Región de;2018M06;842
14 Murcia, Región de;2018M05;848
14 Murcia, Región de;2018M04;904
14 Murcia, Región de;2018M03;1.038
14 Murcia, Región de;2018M02;1.089
14 Murcia, Región de;2018M01;1.406
14 Murcia, Región de;2017M12;1.225
14 Murcia, Región de;2017M11;874
14 Murcia, Región de;2017M10;892
14 Murcia, Región de;2017M09;812
14 Murcia, Región de;2017M08;881
14 Murcia, Región de;2017M07;916
14 Murcia, Región de;2017M06;871
14 Murcia, Región de;2017M05;890
14 Murcia, Región de;2017M04;868
14 Murcia, Región de;2017M03;981
14 Murcia, Región de;2017M02;1.049
14 Murcia, Región de;2017M01;1.263
14 Murcia, Región de;2016M12;1.014
14 Murcia, Región de;2016M11;911
14 Murcia, Región de;2016M10;860
14 Murcia, Región de;2016M09;763
14 Murcia, Región de;2016M08;833
14 Murcia, Región de;2016M07;820
14 Murcia, Región de;2016M06;831
14 Murcia, Región de;2016M05;830
14 Murcia, Región de;2016M04;920
14 Murcia, Región de;2016M03;1.050
14 Murcia, Región de;2016M02;962
14 Murcia, Región de;2016M01;1.073
14 Murcia, Región de;2015M12;1.015
14 Murcia, Región de;2015M11;851
14 Murcia, Región de;2015M10;836
14 Murcia, Región de;2015M09;769
14 Murcia, Región de;2015M08;923
14 Murcia, Región de;2015M07;875
14 Murcia, Región de;2015M06;784
14 Murcia, Región de;2015M05;853
14 Murcia, Región de;2015M04;831
14 Murcia, Región de;2015M03;1.047
14 Murcia, Región de;2015M02;1.191
14 Murcia, Región de;2015M01;1.258
14 Murcia, Región de;2014M12;969
14 Murcia, Región de;2014M11;848
14 Murcia, Región de;2014M10;847
14 Murcia, Región de;2014M09;775
14 Murcia, Región de;2014M08;865
14 Murcia, Región de;2014M07;839
14 Murcia, Región de;2014M06;755
14 Murcia, Región de;2014M05;762
14 Murcia, Región de;2014M04;795
14 Murcia, Región de;2014M03;914
14 Murcia, Región de;2014M02;946
14 Murcia, Región de;2014M01;1.082
14 Murcia, Región de;2013M12;989
14 Murcia, Región de;2013M11;847
14 Murcia, Región de;2013M10;767
14 Murcia, Región de;2013M09;755
14 Murcia, Región de;2013M08;762
14 Murcia, Región de;2013M07;807
14 Murcia, Región de;2013M06;781
14 Murcia, Región de;2013M05;775
14 Murcia, Región de;2013M04;810
14 Murcia, Región de;2013M03;977
14 Murcia, Región de;2013M02;906
14 Murcia, Región de;2013M01;939
14 Murcia, Región de;2012M12;926
14 Murcia, Región de;2012M11;838
14 Murcia, Región de;2012M10;762
14 Murcia, Región de;2012M09;765
14 Murcia, Región de;2012M08;784
14 Murcia, Región de;2012M07;783
14 Murcia, Región de;2012M06;753
14 Murcia, Región de;2012M05;850
14 Murcia, Región de;2012M04;899
14 Murcia, Región de;2012M03;1.001
14 Murcia, Región de;2012M02;1.291
14 Murcia, Región de;2012M01;1.028
14 Murcia, Región de;2011M12;965
14 Murcia, Región de;2011M11;833
14 Murcia, Región de;2011M10;842
14 Murcia, Región de;2011M09;752
14 Murcia, Región de;2011M08;791
14 Murcia, Región de;2011M07;777
14 Murcia, Región de;2011M06;775
14 Murcia, Región de;2011M05;766
14 Murcia, Región de;2011M04;800
14 Murcia, Región de;2011M03;967
14 Murcia, Región de;2011M02;944
14 Murcia, Región de;2011M01;985
14 Murcia, Región de;2010M12;948
14 Murcia, Región de;2010M11;836
14 Murcia, Región de;2010M10;762
14 Murcia, Región de;2010M09;725
14 Murcia, Región de;2010M08;780
14 Murcia, Región de;2010M07;814
14 Murcia, Región de;2010M06;765
14 Murcia, Región de;2010M05;768
14 Murcia, Región de;2010M04;815
14 Murcia, Región de;2010M03;886
14 Murcia, Región de;2010M02;885
14 Murcia, Región de;2010M01;992
14 Murcia, Región de;2009M12;959
14 Murcia, Región de;2009M11;818
14 Murcia, Región de;2009M10;825
14 Murcia, Región de;2009M09;722
14 Murcia, Región de;2009M08;790
14 Murcia, Región de;2009M07;847
14 Murcia, Región de;2009M06;784
14 Murcia, Región de;2009M05;819
14 Murcia, Región de;2009M04;802
14 Murcia, Región de;2009M03;892
14 Murcia, Región de;2009M02;915
14 Murcia, Región de;2009M01;1.158
14 Murcia, Región de;2008M12;1.039
14 Murcia, Región de;2008M11;870
14 Murcia, Región de;2008M10;791
14 Murcia, Región de;2008M09;732
14 Murcia, Región de;2008M08;778
14 Murcia, Región de;2008M07;817
14 Murcia, Región de;2008M06;768
14 Murcia, Región de;2008M05;836
14 Murcia, Región de;2008M04;895
14 Murcia, Región de;2008M03;982
14 Murcia, Región de;2008M02;883
14 Murcia, Región de;2008M01;1.008
14 Murcia, Región de;2007M12;905
14 Murcia, Región de;2007M11;843
14 Murcia, Región de;2007M10;845
14 Murcia, Región de;2007M09;704
14 Murcia, Región de;2007M08;765
14 Murcia, Región de;2007M07;788
14 Murcia, Región de;2007M06;774
14 Murcia, Región de;2007M05;818
14 Murcia, Región de;2007M04;847
14 Murcia, Región de;2007M03;875
14 Murcia, Región de;2007M02;863
14 Murcia, Región de;2007M01;1.045
14 Murcia, Región de;2006M12;900
14 Murcia, Región de;2006M11;790
14 Murcia, Región de;2006M10;760
14 Murcia, Región de;2006M09;719
14 Murcia, Región de;2006M08;753
14 Murcia, Región de;2006M07;810
14 Murcia, Región de;2006M06;711
14 Murcia, Región de;2006M05;736
14 Murcia, Región de;2006M04;787
14 Murcia, Región de;2006M03;943
14 Murcia, Región de;2006M02;837
14 Murcia, Región de;2006M01;962
14 Murcia, Región de;2005M12;874
14 Murcia, Región de;2005M11;757
14 Murcia, Región de;2005M10;708
14 Murcia, Región de;2005M09;681
14 Murcia, Región de;2005M08;682
14 Murcia, Región de;2005M07;766
14 Murcia, Región de;2005M06;742
14 Murcia, Región de;2005M05;712
14 Murcia, Región de;2005M04;793
14 Murcia, Región de;2005M03;966
14 Murcia, Región de;2005M02;996
14 Murcia, Región de;2005M01;1.265
14 Murcia, Región de;2004M12;936
14 Murcia, Región de;2004M11;810
14 Murcia, Región de;2004M10;738
14 Murcia, Región de;2004M09;659
14 Murcia, Región de;2004M08;729
14 Murcia, Región de;2004M07;770
14 Murcia, Región de;2004M06;764
14 Murcia, Región de;2004M05;776
14 Murcia, Región de;2004M04;814
14 Murcia, Región de;2004M03;881
14 Murcia, Región de;2004M02;779
14 Murcia, Región de;2004M01;939
14 Murcia, Región de;2003M12;926
14 Murcia, Región de;2003M11;806
14 Murcia, Región de;2003M10;706
14 Murcia, Región de;2003M09;704
14 Murcia, Región de;2003M08;810
14 Murcia, Región de;2003M07;843
14 Murcia, Región de;2003M06;810
14 Murcia, Región de;2003M05;757
14 Murcia, Región de;2003M04;789
14 Murcia, Región de;2003M03;799
14 Murcia, Región de;2003M02;842
14 Murcia, Región de;2003M01;912
14 Murcia, Región de;2002M12;835
14 Murcia, Región de;2002M11;718
14 Murcia, Región de;2002M10;683
14 Murcia, Región de;2002M09;662
14 Murcia, Región de;2002M08;696
14 Murcia, Región de;2002M07;710
14 Murcia, Región de;2002M06;684
14 Murcia, Región de;2002M05;740
14 Murcia, Región de;2002M04;813
14 Murcia, Región de;2002M03;918
14 Murcia, Región de;2002M02;933
14 Murcia, Región de;2002M01;1.049
14 Murcia, Región de;2001M12;870
14 Murcia, Región de;2001M11;781
14 Murcia, Región de;2001M10;684
14 Murcia, Región de;2001M09;641
14 Murcia, Región de;2001M08;752
14 Murcia, Región de;2001M07;748
14 Murcia, Región de;2001M06;733
14 Murcia, Región de;2001M05;791
14 Murcia, Región de;2001M04;788
14 Murcia, Región de;2001M03;766
14 Murcia, Región de;2001M02;758
14 Murcia, Región de;2001M01;833
14 Murcia, Región de;2000M12;828
14 Murcia, Región de;2000M11;764
14 Murcia, Región de;2000M10;692
14 Murcia, Región de;2000M09;655
14 Murcia, Región de;2000M08;756
14 Murcia, Región de;2000M07;683
14 Murcia, Región de;2000M06;621
14 Murcia, Región de;2000M05;742
14 Murcia, Región de;2000M04;722
14 Murcia, Región de;2000M03;788
14 Murcia, Región de;2000M02;812
14 Murcia, Región de;2000M01;1.141
14 Murcia, Región de;1999M12;906
14 Murcia, Región de;1999M11;774
14 Murcia, Región de;1999M10;711
14 Murcia, Región de;1999M09;654
